cell,ACTC1.L,CD44.L,CDH1.S,CDX4.L,CHRD.1.S,DLX2.L,DLX3.L,EGR2.L,ELAVL3.L,EPHA2.L,EPHA4.L,EYA1.L,FOXC2.L,GATA2.L,GBX2.2.L,HNF1B.L,HOXA3.S,HOXC10.L,HOXD3.L,KRT12.4.L,MAFB.S,MSX1.L,MSX2.L,MYL1.L,MYOD1.S,NOG.L,OLIG4.L,OTX2.S,PAX3.S,PAX6.S,PAX7.L,PITX1.L,RAX.L,SIX1.L,SNAI1.S,SNAI2.L,SOX10.L,SOX17A.S,SOX2.L,SOX3.S,SOX8.L,SOX9.S,TFAP2A.L,TFAP2C.L,TP63.L,VENTX2.1.L,TBXT.S,ZIC1.S,OLIG3.S,EYA2.S,HOXB6.S,HOXB9.S,HOXC9.S,HOXD11.L
2685806100035100538,1,0,0,0,45,0,2,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,1,0,0,0,0
2685806100035100539,1,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3,2,0,0,47,55,1,8,0,1,1,0,0,1,0,3,0,0,0,0
2685806100035100540,1,0,0,1,6,23,2,1,1,5,26,0,1,4,1,0,2,1,0,0,0,0,0,1,0,0,0,44,0,30,1,0,28,0,2,2,0,0,69,232,1,0,0,0,0,0,1,3,0,0,2,0,0,0
2685806100035100541,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,9,0,0,15,0,1,0,1,0,16,3,4,0,1,0,0,1,0,1,0,0,0,0,0,0
2685806100035100542,0,1,0,0,13,6,0,0,16,4,28,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,84,80,0,7,1,0,0,0,0,1,0,0,1,0,0,0
2685806100035100543,0,0,3,0,0,5,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,4,0,1,0,0,0,9,0,21,0,0,56,0,4,0,1,1,6,7,1,0,0,1,2,0,0,0,0,0,1,1,0,0
2685806100035100544,2,0,3,0,15,0,4,0,10,5,10,0,4,0,1,0,0,1,0,0,0,0,1,2,0,1,0,14,1,22,0,0,56,2,3,2,0,0,73,110,0,7,0,2,0,0,0,29,0,0,0,0,0,0
2685806100035100545,0,2,0,0,4,5,1,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,30,0,20,1,0,21,0,5,1,2,0,37,105,1,0,0,4,0,1,0,1,0,1,1,0,0,0
2685806100035100546,0,0,1,0,13,1,1,0,3,1,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,3,1,0,0,2,0,0,0,0,82,53,1,13,0,0,0,0,0,0,1,0,0,0,0,0
2685806100035100547,0,1,0,0,9,0,1,0,5,1,6,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9,0,2,0,0,0,0,0,0,0,0,9,47,0,0,2,1,0,0,0,1,0,0,0,0,0,0
2685806100035100549,1,0,1,0,17,0,0,0,0,1,6,0,1,14,6,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,10,0,0,0,9,1,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0
2685806100035100550,0,0,1,0,10,4,1,0,97,1,22,0,1,1,0,0,2,1,0,2,1,1,1,2,0,0,3,22,0,37,0,0,4,2,1,1,1,0,45,100,1,2,11,0,1,0,0,14,0,3,2,0,1,1
2685806100035100551,0,0,0,1,164,0,2,2,0,6,19,0,2,0,0,1,0,0,0,3,1,0,1,10,0,8,0,1,0,1,0,0,2,1,4,3,0,0,3,0,0,35,0,0,0,0,0,0,0,4,0,0,0,1
2685806100035100552,1,1,0,0,21,30,0,0,10,1,20,0,1,2,0,0,1,0,0,1,1,1,1,0,0,0,1,40,0,8,0,1,2,2,0,1,0,0,18,108,0,3,0,0,0,0,1,2,0,0,0,0,0,1
2685806100035100553,0,0,1,0,14,29,0,0,4,1,35,0,3,0,0,1,1,0,0,0,1,0,2,0,0,1,1,39,0,21,0,0,2,2,1,2,0,0,54,211,0,2,0,2,0,0,0,0,0,0,1,0,0,0
2685806100035100554,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2685806100035100555,4,0,1,0,92,1,2,1,0,3,10,1,1,0,0,1,0,0,0,1,0,0,0,2,0,3,1,5,0,0,0,0,3,4,4,3,0,0,5,2,0,17,1,0,2,0,0,0,0,0,0,0,0,1
2685806100035100556,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,5,2,1,0,0,0,9,0,12,1,0,29,0,0,0,0,0,12,2,1,0,0,0,0,3,1,0,0,1,0,0,0,0
2685806100035100557,0,1,1,0,4,2,0,0,0,1,4,0,0,1,0,1,1,0,0,2,0,0,0,0,2,0,0,30,0,18,0,0,36,2,7,0,2,0,23,57,1,1,1,2,0,0,0,2,0,0,1,0,0,0
2685806100035100558,3,1,0,0,11,0,1,0,0,0,7,0,33,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,32,46,3,0,0,9,4,3,9,0,0,1,0,0,2,0,14,0,0,0,0
2685806100035100559,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2685806100035100560,0,0,1,0,9,0,0,0,0,1,2,2,5,2,3,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,4,2,0,0,1,17,3,0,0,1,0,0,0,0,1,1,15,0,0,0,0
2685806100035100562,2,0,0,0,173,0,2,0,0,9,30,2,2,0,0,0,3,0,1,0,0,1,0,9,0,22,1,12,1,2,0,0,1,3,4,4,1,0,2,0,0,75,0,1,1,1,1,0,0,1,0,0,1,0
2685806100035100563,1,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
2685806100035100564,0,0,1,0,9,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12,13,0,0,0,0,2,0,13,1,0,0,0,0,0,0,9,0,0,0,0
2685806100035100565,1,0,2,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,22,0,18,1,0,59,0,6,2,0,0,22,6,1,0,0,0,0,4,1,4,2,0,0,0,0,0
2685806100035100566,0,0,1,0,3,5,0,0,3,3,22,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,15,0,12,1,1,1,0,2,0,0,1,27,126,1,3,1,0,0,1,0,2,0,0,1,0,0,0
2685806100035100567,0,0,0,0,7,0,1,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2685806100035100570,0,0,0,0,6,2,1,0,1,1,22,0,2,0,0,0,1,0,0,2,1,1,0,0,1,0,0,22,0,29,0,0,29,1,5,0,1,0,45,142,1,1,0,0,0,1,0,4,1,1,1,0,1,0
2685806100035100585,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685806100036100002,0,0,28,0,0,0,3,0,0,4,0,0,0,3,0,1,2,0,0,259,0,6,0,0,0,1,0,8,3,0,0,0,0,1,0,0,0,0,0,10,1,0,11,33,0,0,0,0,0,1,0,0,0,0
2685806100036100005,1,1,24,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,22,0,4,7,0,0,0,0,2,13,0,0,1,0,0,0,0,0,0,0,0,1,0,3,12,0,0,0,0,0,0,0,0,0,1
2685806100036100006,0,4,97,0,0,0,21,1,1,2,3,2,0,0,1,3,1,1,2,394,2,36,45,0,0,0,1,16,76,10,0,11,0,1,2,1,2,0,2,3,8,0,11,105,1,3,0,1,0,1,0,0,1,1
2685806100036100007,1,1,23,0,0,0,4,2,0,17,4,4,0,1,0,1,1,1,0,10,0,3,4,0,0,0,0,15,1,33,0,1,1,22,3,2,0,0,26,11,1,1,8,20,0,1,1,0,0,2,0,0,0,0
2685806100036100010,0,4,63,0,2,1,21,0,0,0,0,0,0,1,0,0,0,0,0,93,0,26,12,1,0,0,0,4,45,0,0,10,0,1,1,0,0,0,1,2,7,0,17,75,0,1,0,0,2,0,0,0,0,2
2685806100036100012,0,1,52,0,3,0,8,0,0,6,13,11,0,3,0,1,1,1,0,66,0,0,8,1,0,0,1,40,4,58,1,5,4,31,5,0,0,1,34,54,0,0,21,47,18,0,0,2,2,4,0,0,0,1
2685806100036100013,0,2,66,0,0,0,14,0,1,2,0,1,1,1,0,0,0,1,0,236,0,7,11,0,0,0,0,12,45,2,0,2,1,0,0,0,0,0,0,1,4,0,22,57,2,0,0,0,0,0,1,0,0,0
2685806100036100015,0,0,2,0,3,0,1,0,0,5,3,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,22,0,11,0,1,11,1,0,0,0,1,19,72,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2685806100036100016,1,0,26,0,0,0,3,0,0,0,6,3,1,1,0,0,0,0,1,12,0,1,6,0,0,0,0,16,3,17,0,4,0,12,0,1,0,0,12,13,0,0,5,10,14,0,0,0,0,0,1,0,0,0
2685806100036100017,1,1,53,0,0,0,16,0,0,1,1,2,1,1,0,0,1,1,0,259,0,17,11,0,0,0,0,13,2,5,0,0,3,3,0,0,1,0,1,10,1,1,15,25,1,2,0,0,1,0,0,0,0,1
2685806100036100018,0,2,5,0,5,0,2,1,0,7,19,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,49,0,26,1,0,91,0,8,0,1,0,29,142,0,2,0,2,1,1,0,5,0,0,1,2,0,0
2685806100036100019,0,1,5,0,3,1,2,0,0,2,13,0,0,1,0,1,0,1,0,0,0,0,1,1,1,3,0,38,0,42,1,1,36,1,2,0,1,0,24,82,2,0,3,6,0,1,0,3,0,0,2,0,0,1
2685806100036100020,0,2,65,0,1,0,8,0,1,1,0,1,0,3,1,0,0,1,1,202,0,19,7,1,0,1,1,5,28,2,0,2,0,1,2,1,0,1,0,3,6,0,6,46,0,0,0,0,0,0,0,0,0,0
2685806100036100023,0,0,2,0,0,0,1,0,0,8,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,9,0,0,0,7,0,1,0,0,5,2,1,1,1,0,3,1,1,0,0,0,0,0,1,0
2685806100036100024,0,0,19,0,0,0,4,0,0,4,0,4,0,2,0,2,0,1,0,11,0,7,4,1,0,0,0,5,1,23,0,6,0,14,0,2,1,0,9,1,1,2,9,3,3,2,1,1,0,1,0,0,1,1
2685806100036100025,0,0,9,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,11,1,3,2,1,0,2,0,0,6,3,1,0,2,3,0,0,0,1,0,0,0,0,0,0
2685806100036100026,1,1,1,0,4,0,1,0,0,3,14,0,0,0,3,1,1,1,0,4,2,4,0,0,1,8,0,37,0,46,2,0,26,0,12,0,3,0,27,42,0,1,0,1,1,2,0,8,0,1,3,0,0,0
2685806100036100027,1,0,18,1,1,0,4,0,0,10,2,6,0,3,0,0,1,0,0,4,0,4,3,0,0,0,1,13,0,29,0,0,3,12,0,2,1,0,12,5,4,1,9,14,2,0,0,0,0,2,2,0,0,1
2685806100036100028,0,1,71,0,0,1,19,0,0,0,0,3,0,3,0,0,0,0,1,440,0,23,7,0,0,0,1,6,1,3,0,1,0,3,1,1,0,0,4,21,1,3,18,40,1,0,0,1,0,2,0,0,1,0
2685806100036100029,1,0,0,0,2,0,2,0,0,9,12,0,0,1,0,2,0,0,0,0,1,2,0,0,0,6,1,28,1,44,0,0,51,1,5,0,1,0,31,30,0,2,1,4,0,4,0,4,1,0,0,0,2,0
2685806100036100030,3,1,42,0,0,0,4,0,0,3,8,9,0,6,0,1,0,0,0,10,1,10,1,2,1,1,2,14,1,30,0,9,0,18,2,5,0,2,12,6,0,3,10,15,10,1,0,0,0,0,2,0,1,0
2685806100036100031,0,1,0,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,19,0,39,0,0,14,0,4,1,1,0,12,18,2,1,0,1,2,4,1,1,0,1,0,0,1,0
2685806100036100032,0,1,0,1,7,0,1,0,0,1,4,0,0,0,0,1,0,0,0,1,0,6,0,1,0,1,0,24,0,53,1,0,50,2,2,1,1,0,23,13,3,0,1,1,0,0,0,3,1,1,0,0,1,0
2685806100036100033,0,0,0,0,3,1,0,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,15,0,28,0,0,13,0,4,0,0,0,16,32,0,0,0,2,0,1,0,2,0,0,0,0,0,0
2685806100036100035,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,15,0,0,0,3,2,31,0,37,0,0,36,2,0,0,0,0,15,15,1,0,1,2,0,1,0,1,0,0,0,0,0,0
2685806100036100036,3,0,52,0,1,0,4,0,0,0,2,5,0,2,0,0,1,2,2,29,0,5,0,0,0,0,0,16,0,25,0,5,2,17,0,7,0,0,6,8,0,3,19,11,5,0,0,0,1,1,1,0,0,1
2685806100036100037,0,0,41,0,0,0,10,1,1,3,1,1,0,2,0,0,2,1,1,347,0,10,0,0,0,0,0,4,0,3,0,2,0,3,0,2,1,0,0,6,1,0,8,19,0,0,0,0,0,0,0,0,0,0
2685806100036100038,1,0,2,0,2,0,0,0,0,3,4,1,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,7,0,19,0,1,11,0,0,0,1,0,10,13,1,0,0,2,0,0,0,1,0,0,0,0,0,0
2685806100036100040,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,12,0,7,0,0,5,0,1,0,0,0,8,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2685806100036100041,0,0,1,0,4,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,2,4,0,0,0,1,0,10,0,22,0,0,36,1,1,0,0,0,17,15,0,0,0,2,0,2,0,1,0,0,2,0,0,0
2685806100036100042,1,2,3,0,4,2,2,0,0,6,3,1,0,1,0,1,1,1,0,4,0,4,0,0,1,1,0,26,1,38,0,0,48,0,1,1,1,1,12,12,0,1,0,2,0,0,1,2,1,0,0,0,0,1
2685806100036100043,0,1,0,0,1,1,1,0,0,1,2,0,0,0,0,2,0,0,0,1,2,0,1,0,0,2,0,12,0,16,0,0,30,0,0,0,1,0,12,14,0,0,0,0,0,1,0,2,0,1,0,0,0,0
2685806100036100044,1,1,45,0,1,0,2,0,0,1,0,1,0,2,0,0,1,0,0,25,0,2,3,0,0,0,1,11,0,49,1,12,0,23,1,5,0,0,2,6,0,0,20,30,6,0,0,0,0,0,0,0,1,0
2685806100036100045,0,0,2,1,0,0,2,1,0,1,1,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,1,19,0,28,1,0,32,0,1,3,0,0,21,12,0,0,1,2,0,3,1,0,0,0,0,0,0,0
2685806100036100046,0,0,27,0,1,0,12,0,0,2,1,0,1,13,0,1,1,0,0,590,0,8,3,0,0,1,1,7,0,3,0,8,0,0,0,0,0,0,0,6,1,0,9,42,1,0,0,0,0,0,0,0,0,0
2685806100036100048,0,0,22,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,14,0,5,1,1,0,1,0,9,1,27,1,10,3,7,1,5,0,0,0,0,0,0,16,19,7,0,0,1,1,0,0,0,0,0
2685806100036100049,0,2,3,0,1,2,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,5,0,12,0,1,23,1,0,2,0,0,9,5,0,0,1,0,0,2,0,1,0,0,0,0,0,0
2685806100036100050,0,1,3,1,1,2,4,0,0,3,1,0,0,2,0,0,1,1,0,5,0,14,0,0,0,2,2,24,0,28,0,1,52,0,1,1,0,1,32,18,4,0,2,0,0,2,1,2,0,0,0,2,0,0
2685806100036100051,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,3,0,0,9,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2685806100036100052,0,0,2,1,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,1,1,12,0,0,0,0,0,7,0,19,0,0,23,0,1,0,0,0,7,3,5,1,2,3,0,0,0,2,1,0,1,0,0,1
2685806100036100053,2,0,44,0,0,0,8,1,0,1,5,4,0,2,0,1,0,3,1,152,0,8,5,1,0,1,0,6,2,51,0,3,1,5,2,9,0,1,2,4,3,2,17,30,4,0,0,3,1,1,0,0,0,0
2685806100036100054,1,0,1,0,2,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,4,11,1,1,1,2,0,9,1,20,0,1,26,0,0,0,1,1,18,4,2,0,0,1,1,2,0,3,0,0,1,0,0,0
2685806100036100057,0,0,2,0,0,1,1,0,0,0,2,1,6,2,0,2,0,0,0,1,1,3,0,0,0,1,1,2,0,2,0,1,4,2,11,9,9,1,3,1,14,6,6,17,0,0,1,0,1,0,0,0,0,0
2685806100036100058,0,0,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,14,0,0,0,3,0,11,0,22,0,0,39,0,3,0,0,0,21,3,3,0,0,1,1,0,0,1,1,1,0,0,0,0
2685806100036100060,1,1,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,8,0,20,0,0,41,0,1,1,2,0,13,9,0,0,1,3,0,0,0,0,0,1,0,0,0,0
2685806100036100061,0,0,37,1,0,0,9,1,0,3,0,5,0,3,0,0,0,0,0,34,0,6,8,0,0,2,0,8,1,31,0,0,0,12,5,6,0,1,1,0,4,8,24,34,16,0,1,0,1,0,0,1,0,0
2685806100036100062,0,1,1,0,2,7,3,2,0,5,1,1,2,1,0,1,1,0,0,0,2,7,1,0,0,0,0,17,0,55,1,0,41,0,3,1,1,1,19,7,2,3,6,1,0,3,2,3,0,0,0,0,1,0
2685806100036100063,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,4,0,21,0,1,30,0,3,1,0,0,8,8,0,0,2,0,0,4,0,4,0,2,0,0,0,0
2685806100036100064,0,0,5,0,1,0,1,0,0,0,7,0,5,2,0,0,0,0,0,0,0,3,0,0,0,0,2,3,1,3,0,0,4,2,9,4,10,0,0,1,11,8,5,15,0,0,0,0,0,0,0,0,0,0
2685806100036100065,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,8,1,11,0,0,13,0,3,0,0,0,7,7,0,0,0,2,1,1,0,1,0,0,0,0,0,0
2685806100036100066,0,0,1,0,1,1,1,0,0,2,1,0,1,0,0,0,1,0,0,1,6,4,0,0,0,0,1,6,0,34,0,0,41,0,0,0,1,0,12,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0
2685806100036100067,0,0,4,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,0,0,0,0,5,0,5,0,1,0,5,1,4,2,0,0,0,1,0,0,0,0,0,0
2685806100036100068,0,2,2,0,0,2,3,1,0,2,2,0,0,2,0,1,0,0,1,1,4,16,0,0,1,1,1,26,1,36,0,0,28,0,3,0,0,0,30,17,1,0,1,2,0,0,0,3,0,0,1,0,0,0
2685806100036100069,0,1,73,0,0,0,16,0,0,6,0,5,0,4,1,2,4,0,0,385,0,13,1,0,0,2,0,1,1,5,1,1,0,4,3,0,0,0,1,4,1,1,12,49,1,1,0,0,1,0,0,0,0,0
2685806100036100071,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,10,0,18,0,0,18,0,0,0,1,1,10,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0
2685806100036100072,0,0,11,0,0,0,2,1,0,1,1,2,2,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,19,0,0,1,3,9,4,0,0,0,0,4,1,11,15,2,0,0,0,0,0,0,0,0,0
2685806100036100074,0,0,1,0,1,1,1,0,0,3,0,0,1,1,0,0,0,1,0,0,0,7,2,0,0,1,0,11,0,19,0,0,29,0,0,1,1,0,8,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0
2685806100036100075,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,32,1,0,0,0,0,10,0,32,0,1,31,0,0,0,1,1,23,5,2,1,0,1,0,1,0,4,0,0,0,0,0,0
2685806100036100076,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685806100036100077,0,1,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,0,2,13,0,48,0,0,26,0,2,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2685806100036100078,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,7,1,0,0,1,0,7,0,15,1,0,26,2,3,6,1,2,11,4,2,0,4,5,1,3,0,0,0,0,1,1,0,0
2685806100036100080,4,0,7,0,0,0,4,0,0,0,2,1,1,2,0,0,0,0,0,8,1,0,1,0,0,2,0,5,0,13,0,1,0,2,2,8,2,0,0,0,6,4,4,5,7,0,0,0,0,0,0,0,0,0
2685806100036100081,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,6,0,0,11,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2685806100036100082,0,1,1,0,1,0,1,0,1,2,0,0,0,3,0,0,1,0,0,0,1,4,0,0,1,0,1,14,0,29,0,0,57,1,0,0,0,0,16,4,1,2,1,2,0,5,0,1,0,0,0,0,0,0
2685806100036100083,2,0,7,0,0,0,1,1,0,0,0,1,0,4,0,0,1,1,0,37,0,2,0,0,0,0,0,7,0,11,0,2,0,5,0,7,0,0,5,0,3,0,4,3,4,0,0,0,1,0,0,0,0,1
2685806100036100084,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0,0,4,0,19,0,0,29,0,2,1,0,0,18,5,1,0,0,1,0,0,1,2,0,1,0,0,0,1
2685806100036100085,0,0,1,0,1,0,1,1,1,2,0,0,0,1,0,1,1,0,0,0,2,10,1,0,0,0,0,16,1,25,0,0,47,0,1,1,4,0,15,8,4,1,0,2,0,1,1,1,0,0,0,1,0,0
2685806100036100086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,8,0,0,3,0,1,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2685806100036100087,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,11,0,29,0,1,55,2,1,1,0,0,16,3,0,1,1,4,0,2,1,0,0,0,0,1,0,0
2685806100036100089,0,0,4,1,0,1,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,15,4,0,1,1,0,35,0,22,0,1,71,0,9,1,0,2,10,6,2,0,1,4,1,7,2,1,0,0,1,0,0,0
2685806100036100090,0,1,17,0,0,1,5,0,0,1,0,2,0,0,0,0,0,1,0,71,0,5,1,1,0,0,0,3,0,15,2,1,3,2,5,1,0,0,2,2,1,4,6,20,6,0,0,0,0,1,0,0,0,1
2685806100036100091,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,1,0,5,0,1,34,0,0,0,1,0,6,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0
2685806100036100092,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,12,1,0,0,1,0,7,0,7,0,0,31,1,2,2,0,0,10,4,0,0,0,2,0,0,0,1,0,1,0,0,0,0
2685806100038100001,0,0,14,0,0,0,3,1,0,2,0,0,0,8,0,0,0,0,0,136,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,1,0,0
2685806100038100002,0,0,18,0,0,0,4,1,0,4,0,0,0,48,1,0,0,1,0,263,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,7,63,0,0,0,0,0,0,0,0,0,0
2685806100038100003,0,0,43,0,0,1,10,0,0,8,0,3,0,43,5,0,1,0,0,474,0,3,1,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,6,43,0,0,0,0,2,1,0,0,1,0
2685806100038100004,1,0,18,0,0,0,11,0,0,1,0,0,0,24,0,0,2,0,0,354,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,42,0,1,0,1,0,0,0,0,1,0
2685806100038100006,0,0,38,1,0,0,7,1,0,5,0,3,0,23,5,1,2,0,0,361,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8,27,0,0,0,0,0,1,0,0,0,0
2685806100038100007,0,0,27,0,0,0,4,0,0,0,1,3,0,49,1,0,1,0,0,137,0,0,2,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,1,3,1,1,29,19,15,0,1,0,1,0,0,0,0,0
2685806100038100008,0,4,6,0,0,0,2,0,0,2,2,2,27,16,1,0,5,0,0,8,0,1,0,0,0,1,1,0,1,0,0,1,0,1,34,0,1,1,0,0,3,0,4,0,1,2,0,0,0,2,0,0,0,0
2685806100038100009,0,0,32,0,0,0,6,1,0,2,0,0,1,32,0,0,2,0,0,408,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,5,49,0,1,0,0,1,0,0,0,0,0
2685806100038100010,0,0,29,0,0,0,10,0,0,1,1,5,1,18,1,0,4,0,0,96,0,1,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,3,4,0,0,13,21,1,0,0,0,0,2,1,0,0,0
2685806100038100012,1,1,0,0,0,0,1,0,0,0,3,4,18,1,1,0,3,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,3,2,0,3,1,0,0,0,1,0,1,0,0,0,1
2685806100039100001,0,0,63,0,0,0,14,0,1,6,0,0,0,23,5,1,5,0,0,302,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,1,15,39,6,2,0,1,0,3,0,0,0,2
2685806100039100003,1,0,16,0,0,0,11,1,0,1,0,2,0,33,3,0,6,0,0,397,0,1,0,1,0,1,2,1,0,1,0,2,0,0,1,2,1,0,0,1,0,1,2,18,4,0,0,0,0,0,0,0,0,0
2685806100039100004,1,0,16,0,0,0,12,2,0,1,0,0,0,56,3,1,2,0,0,392,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,37,0,0,0,0,0,2,0,0,0,0
2685806100039100005,1,0,13,0,1,0,5,0,0,2,0,0,0,11,0,0,0,0,0,202,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,0
