cell,ACTC1.L,CD44.L,CDH1.S,CDX4.L,CHRD.1.S,DLX2.L,DLX3.L,EGR2.L,ELAVL3.L,EPHA2.L,EPHA4.L,EYA1.L,FOXC2.L,GATA2.L,GBX2.2.L,HNF1B.L,HOXA3.S,HOXC10.L,HOXD3.L,KRT12.4.L,MAFB.S,MSX1.L,MSX2.L,MYL1.L,MYOD1.S,NOG.L,OLIG4.L,OTX2.S,PAX3.S,PAX6.S,PAX7.L,PITX1.L,RAX.L,SIX1.L,SNAI1.S,SNAI2.L,SOX10.L,SOX17A.S,SOX2.L,SOX3.S,SOX8.L,SOX9.S,TFAP2A.L,TFAP2C.L,TP63.L,VENTX2.1.L,TBXT.S,ZIC1.S,OLIG3.S,EYA2.S,HOXB6.S,HOXB9.S,HOXC9.S,HOXD11.L
2685806100002100001,0,0,32,0,0,0,6,0,0,3,1,1,1,34,4,1,3,0,0,634,0,6,0,0,0,2,0,4,0,2,0,1,0,5,0,1,0,1,0,0,0,1,13,37,0,1,0,0,0,1,0,1,0,0
2685806100002100002,1,2,95,0,0,1,7,1,0,6,3,9,1,70,12,0,0,0,1,111,2,0,0,0,0,2,0,2,0,0,0,1,0,9,1,0,1,1,1,26,0,7,27,53,0,1,0,0,1,0,0,0,0,0
2685806100002100003,0,0,24,0,0,0,1,0,0,0,1,3,0,8,0,0,0,0,1,357,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,1,1,6,2,25,0,0,0,0,1,1,0,0,0,0
2685806100002100004,2,0,16,0,0,0,9,1,0,3,2,4,0,17,29,0,0,0,2,120,0,1,4,0,0,0,1,2,1,0,0,0,1,31,3,2,2,0,1,11,1,1,18,49,2,1,0,1,0,2,1,0,0,0
2685806100002100005,1,1,44,0,0,1,7,0,0,23,12,1,0,6,5,0,0,1,1,108,3,2,1,0,0,1,0,1,0,1,1,0,0,46,17,0,0,1,2,13,2,0,34,44,1,0,0,0,0,3,1,0,0,1
2685806100002100006,0,0,18,0,0,0,3,0,0,0,0,0,0,9,1,1,1,0,0,266,0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,0,1,1,0,7,1,23,0,0,0,1,0,1,0,0,0,0
2685806100002100007,1,0,20,0,0,0,8,1,0,5,0,1,0,11,0,0,0,0,0,487,0,2,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,3,0,1,4,41,0,0,0,0,1,1,0,0,0,0
2685806100002100011,1,0,20,0,0,0,3,0,0,1,2,1,0,2,0,0,0,1,0,34,2,0,0,1,0,2,0,0,0,0,0,0,0,20,13,0,1,0,3,10,0,0,18,18,0,0,0,0,0,1,0,0,0,0
2685806100002100012,0,1,24,0,0,0,2,0,0,7,9,2,0,3,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,0,0,5,3,0,0,10,10,0,1,0,1,1,0,0,0,0,1
2685806100008100001,1,4,46,0,1,56,41,2,0,5,41,0,0,20,1,1,0,0,0,19,0,1,0,2,2,0,0,12,1,0,1,346,2,0,1,0,0,0,1,2,1,0,4,5,1,0,1,0,0,1,1,0,0,0
2685806100008100002,1,5,27,0,0,47,16,0,0,5,15,0,1,21,0,0,2,0,0,24,0,0,0,0,0,1,0,6,0,0,0,93,0,0,1,0,0,1,0,0,0,0,3,5,2,0,0,1,0,0,0,0,0,0
2685806100008100003,2,2,21,0,0,25,11,0,0,3,5,0,0,5,0,1,0,1,0,8,0,0,0,0,0,0,0,3,0,0,0,78,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0
2685806100008100004,0,2,24,0,0,35,19,0,0,9,11,0,0,14,0,0,1,0,1,2,1,0,0,0,1,0,0,12,0,1,0,163,1,0,3,0,0,0,2,0,0,1,3,0,1,0,0,0,0,1,0,0,0,1
2685806100008100005,1,8,62,1,0,58,31,1,1,12,26,1,0,33,0,0,4,2,3,26,1,1,1,0,0,0,0,18,0,1,2,283,3,1,2,0,0,0,0,4,4,0,7,42,84,0,0,0,1,1,0,0,0,1
2685806100008100006,1,1,25,0,0,10,11,0,0,4,8,0,0,9,0,0,1,0,0,11,0,1,0,0,0,0,0,3,0,0,0,95,0,0,0,1,0,0,0,2,1,1,1,4,0,0,1,0,0,1,0,0,0,0
2685806100008100007,0,1,50,0,0,24,16,0,0,3,6,1,0,32,0,0,2,0,1,69,0,1,2,0,0,1,0,4,1,2,2,103,1,1,2,0,0,0,0,2,0,1,7,3,1,0,0,0,1,0,0,0,2,0
2685806100008100008,0,2,31,0,0,27,16,1,0,2,8,1,0,19,0,2,1,0,0,14,0,1,0,0,0,0,0,5,0,1,0,115,0,0,4,0,0,0,0,0,9,0,10,18,27,0,0,1,0,1,0,0,0,1
2685806100008100010,0,2,40,0,0,3,12,1,0,2,9,0,1,39,1,0,1,0,0,192,2,1,0,0,1,0,0,11,0,1,0,58,0,1,1,0,1,0,0,1,5,0,4,14,1,0,0,1,2,0,0,0,0,0
2685806100008100011,0,1,20,0,0,1,8,0,0,3,2,0,0,26,0,0,0,1,1,252,1,10,0,0,0,0,0,2,0,1,0,16,0,0,0,0,0,0,0,1,1,0,4,16,0,2,0,1,0,0,0,0,0,0
2685806100008100012,1,0,38,0,0,6,25,1,0,8,7,2,0,42,0,0,1,1,0,480,0,10,0,0,0,4,0,18,0,0,1,133,0,0,0,0,0,0,0,1,3,0,8,12,0,0,0,0,0,1,0,0,0,0
2685806100008100013,0,4,13,0,1,25,15,0,0,2,8,0,0,9,0,0,1,0,0,57,0,0,1,1,0,0,0,8,0,2,0,187,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0
2685806100008100014,0,2,2,0,0,23,10,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2685806100008100015,0,2,27,0,1,22,21,0,0,1,3,0,0,16,0,0,0,0,0,106,0,1,1,0,0,0,0,9,0,0,0,220,0,0,1,0,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0
2685806100008100016,1,0,12,0,0,0,6,0,2,1,0,0,0,7,0,0,1,0,0,127,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0
2685806100008100017,0,0,26,0,0,1,5,0,0,3,15,0,0,41,0,0,2,0,0,174,0,3,0,0,0,1,0,7,0,0,1,33,1,0,0,0,0,0,1,3,2,0,9,20,1,0,0,1,0,0,0,0,0,0
2685806100008100018,1,3,6,0,0,35,14,0,0,3,6,0,0,8,0,0,0,0,0,49,0,0,0,0,0,0,0,4,0,0,0,106,0,0,0,0,0,0,0,0,1,0,5,3,5,0,0,0,1,0,0,0,0,0
2685806100008100019,0,0,3,0,0,17,2,0,0,2,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2685806100008100020,0,1,37,0,0,0,7,0,0,1,6,1,0,17,1,1,0,0,0,219,0,6,0,0,0,0,0,3,0,0,1,7,0,0,0,0,0,0,0,2,1,1,6,30,0,0,0,0,0,2,0,0,0,0
2685806100008100021,2,4,6,0,0,39,26,0,0,2,7,0,0,12,0,0,2,1,2,25,0,0,0,1,0,1,0,16,0,1,5,213,0,2,1,0,0,0,0,0,1,0,2,9,8,0,0,0,0,0,1,0,0,0
2685806100008100022,3,3,74,0,0,22,41,0,1,3,20,1,1,24,1,0,2,2,1,48,0,5,1,0,0,0,0,10,1,1,2,151,0,1,24,0,0,0,1,0,3,0,21,40,85,0,0,0,1,0,0,0,2,0
2685806100008100023,7,2,76,1,1,24,28,0,1,7,20,0,0,21,0,0,1,0,1,99,1,9,0,2,0,0,0,10,0,2,2,95,0,9,8,0,0,0,0,2,0,2,7,23,48,1,1,1,0,2,0,0,0,0
2685806100008100024,1,0,25,0,0,0,13,0,0,6,1,3,0,30,0,0,1,0,0,225,0,24,2,0,1,1,0,2,1,1,1,11,0,4,1,0,0,0,5,11,0,0,16,25,1,4,0,0,3,0,0,0,0,0
2685806100008100025,0,1,65,0,1,0,15,1,0,2,2,15,2,42,1,0,4,0,1,383,0,39,2,0,0,2,0,2,0,1,1,1,0,1,1,1,0,0,9,20,1,0,14,71,0,1,0,1,2,4,0,0,0,0
2685806100008100026,2,2,78,0,0,8,17,0,0,4,11,0,0,18,0,0,1,1,1,38,0,2,1,0,0,5,1,12,0,3,0,80,0,19,7,0,1,0,0,0,7,0,26,18,39,4,0,1,1,1,0,0,0,0
2685806100008100027,0,0,37,0,1,0,14,0,1,1,3,7,0,17,0,0,4,0,0,359,0,20,0,0,0,1,0,2,0,2,1,0,0,0,3,0,0,0,1,6,1,0,4,48,0,1,0,0,0,2,0,0,0,0
2685806100008100028,3,2,7,0,0,53,18,0,0,4,8,0,0,12,0,0,1,0,0,74,0,0,0,0,0,0,0,12,0,1,0,152,0,1,2,0,0,0,0,1,1,0,4,4,4,0,0,0,0,0,0,0,0,0
2685806100008100029,0,0,83,0,0,1,7,0,1,7,8,0,1,8,1,1,2,1,0,4,0,2,0,0,0,0,1,6,0,2,0,11,0,20,3,0,0,0,0,0,0,1,16,10,32,1,0,0,2,0,0,0,0,0
2685806100008100030,1,0,14,0,0,0,4,0,0,3,0,1,0,8,0,0,1,1,0,144,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,21,0,0,0,0,0,0,0,0,0,0
2685806100008100031,3,1,48,0,1,8,13,0,0,0,24,0,4,22,0,1,3,1,0,21,0,5,0,1,0,0,0,4,0,0,0,81,1,0,9,0,0,0,0,2,1,1,14,16,25,0,0,0,2,1,0,0,1,2
2685806100008100032,2,0,53,0,2,1,5,0,0,2,3,2,0,15,1,0,0,1,2,16,0,3,0,0,0,2,0,1,0,0,1,2,1,15,4,0,0,0,0,5,0,0,24,18,21,2,0,0,0,4,0,0,1,0
2685806100008100033,1,1,48,0,0,1,16,0,0,3,2,3,0,47,0,0,4,2,0,114,0,29,1,0,0,1,1,6,0,1,1,20,0,0,8,1,1,0,2,19,0,1,15,62,12,0,0,0,0,2,0,0,0,0
2685806100008100034,2,2,113,0,0,1,22,0,0,5,10,2,1,20,0,0,1,1,0,18,0,0,0,1,0,0,1,11,0,3,1,51,0,21,15,0,0,0,0,2,1,0,29,35,64,0,1,0,1,1,0,1,0,0
2685806100008100035,0,0,17,0,0,6,5,0,0,0,4,1,3,10,0,0,1,0,0,10,0,0,1,1,0,0,0,4,0,0,1,43,0,6,7,0,0,0,0,0,0,0,7,11,24,1,0,0,0,0,0,0,0,0
2685806100008100036,0,0,47,0,0,0,14,0,0,1,1,4,0,29,0,0,3,1,0,271,0,11,2,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,6,0,0,9,50,0,1,0,0,1,3,0,0,0,0
2685806100008100037,1,0,75,0,0,0,14,0,1,11,0,5,1,13,1,0,0,0,2,67,1,6,0,1,1,0,1,1,1,1,0,0,0,7,9,1,0,0,2,15,1,0,28,22,36,0,0,0,0,3,2,0,1,0
2685806100008100038,1,1,67,0,0,0,15,0,0,5,2,1,0,64,1,2,1,0,0,441,0,21,0,0,0,1,0,2,1,1,0,1,0,1,3,0,0,0,1,2,0,0,10,41,0,0,0,0,0,1,0,0,0,0
2685806100008100039,2,0,44,0,1,0,6,0,0,2,0,2,2,11,5,0,1,0,0,12,0,4,0,0,1,0,0,0,0,1,2,0,0,16,4,0,0,0,1,13,1,0,28,6,19,1,0,0,0,2,0,0,0,0
2685806100008100041,0,1,37,1,0,1,4,1,0,5,0,3,0,3,2,0,2,0,0,44,0,2,0,0,0,0,0,0,0,1,0,1,0,4,5,0,0,0,2,14,1,0,20,6,10,0,0,0,0,0,0,0,0,0
2685806100008100042,1,0,76,0,1,0,4,0,1,10,2,0,2,16,5,1,0,1,1,2,0,1,0,0,0,0,0,2,0,1,3,2,0,18,6,0,0,0,2,4,0,0,15,9,19,0,1,0,2,4,1,0,0,0
2685806100008100043,1,0,23,0,0,0,10,0,0,3,0,2,0,31,2,0,0,0,0,136,0,4,0,0,0,1,0,0,0,1,0,1,0,3,1,0,1,0,1,6,0,0,7,33,1,0,0,0,0,2,0,0,0,0
2685806100008100044,0,1,1,1,0,0,4,1,0,1,2,4,19,1,0,0,0,0,0,5,0,1,0,0,0,0,1,6,1,0,0,7,0,21,35,3,1,0,1,0,0,1,2,2,3,0,2,0,1,11,0,0,0,0
2685806100008100045,0,0,3,0,0,0,1,1,1,9,0,2,5,6,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,1,3,3,1,1,0,0,0,3,0,0,0,0
2685806100008100046,1,2,5,0,0,1,9,1,0,1,3,2,17,22,0,1,1,0,1,7,0,1,0,0,0,0,0,10,1,1,0,38,0,32,46,0,0,0,0,0,1,0,4,0,2,1,0,0,0,6,0,0,0,0
2685806100008100047,0,0,39,0,1,0,3,0,0,8,3,2,0,10,7,0,1,1,0,40,1,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,0,1,22,2,1,12,8,10,0,0,0,0,1,0,0,0,0
2685806100008100048,0,0,45,0,0,1,4,0,0,9,1,3,3,9,3,0,0,0,0,28,0,1,0,0,0,0,0,1,0,2,0,0,0,6,3,0,0,0,5,28,1,3,16,2,13,1,0,0,0,5,1,0,0,0
2685806100008100049,0,3,0,0,0,2,0,0,0,30,0,1,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10,10,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0,0,0,1
2685806100008100050,0,0,2,0,0,0,3,0,0,29,0,3,1,5,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,12,23,0,0,1,0,0,0,1,1,1,0,1,0,0,1,6,1,0,0,0
2685806100008100052,1,1,1,0,1,1,0,2,0,75,0,3,18,27,0,0,0,0,0,0,0,5,2,0,1,0,0,1,0,0,0,2,1,40,51,0,0,0,0,1,0,1,2,0,2,2,0,3,0,3,0,0,0,1
2685806100008100055,1,0,2,0,0,0,0,0,0,13,0,1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2685806100008100056,1,0,3,0,0,0,3,2,0,77,0,3,19,25,4,0,1,1,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,29,50,1,0,0,0,3,1,1,3,2,4,0,0,1,0,8,0,1,0,1
2685806100008100057,0,1,3,0,0,0,1,0,0,9,1,0,5,7,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,20,19,0,0,0,1,0,0,1,0,2,1,0,0,1,0,10,0,0,0,0
2685806100009100002,0,11,52,0,0,53,16,1,0,11,16,0,2,14,0,1,2,0,0,6,0,0,0,0,1,0,0,15,1,1,0,222,0,0,2,0,0,1,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0
2685806100009100004,0,2,9,0,0,11,1,0,0,1,8,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2685806100009100005,0,2,12,0,0,18,11,0,0,1,9,0,0,8,0,0,3,0,0,7,0,0,0,0,0,0,0,8,1,3,1,125,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2685806100009100006,1,1,47,0,1,87,18,0,0,4,24,0,0,52,1,2,4,1,1,3,0,0,0,0,0,0,0,10,0,1,2,273,0,0,1,0,0,0,1,2,0,1,3,3,0,0,0,0,0,1,0,0,1,1
2685806100009100007,0,1,13,0,0,22,6,0,0,0,8,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,0,1,79,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2685806100009100008,1,2,61,0,0,119,15,0,0,4,22,0,0,40,0,3,2,0,0,16,0,0,0,0,1,0,1,16,0,1,1,300,0,1,3,1,0,0,4,1,0,1,7,7,3,0,0,0,2,0,0,0,0,0
2685806100009100009,1,6,26,0,0,56,7,0,0,0,23,0,1,21,0,2,3,0,0,0,0,0,1,0,1,0,0,3,0,2,0,164,0,0,1,0,0,0,0,0,1,0,1,5,2,0,0,0,0,0,0,0,0,0
2685806100009100010,0,0,26,0,0,18,9,0,0,2,10,0,0,24,0,1,1,0,1,3,0,0,0,0,0,0,2,8,0,0,2,125,1,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0
2685806100009100011,0,0,12,0,0,28,9,0,0,0,9,0,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685806100009100012,0,3,39,1,0,38,23,0,1,1,23,0,0,24,0,0,1,0,0,31,0,1,0,0,0,0,0,11,0,0,1,282,1,1,1,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,1,0,0
2685806100009100013,0,1,28,0,0,12,3,0,0,5,25,0,0,16,0,2,1,0,1,0,0,0,0,0,1,1,1,7,0,1,1,152,1,0,0,0,0,1,0,3,2,0,1,6,0,0,1,0,0,0,0,0,0,1
2685806100009100014,0,0,6,0,0,15,13,0,0,3,3,0,0,16,0,0,2,0,0,12,0,0,0,0,0,0,2,13,0,0,1,157,0,0,1,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2685806100009100015,1,0,12,0,0,15,11,0,2,3,6,0,0,14,0,0,1,0,1,10,0,0,0,0,1,0,0,11,1,1,0,138,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2685806100009100016,0,1,48,0,1,12,16,0,0,4,44,0,2,22,0,0,0,1,0,12,0,0,0,0,1,0,1,6,0,0,0,157,0,1,1,1,0,0,2,1,1,0,0,9,3,1,0,0,1,0,1,0,0,0
2685806100009100017,0,0,22,0,0,2,6,0,0,0,12,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,8,1,1,0,76,0,0,0,0,0,0,1,2,0,0,3,10,1,0,0,0,1,0,0,0,0,1
2685806100009100018,0,4,77,0,0,1,17,0,0,0,31,0,2,26,0,0,1,0,0,14,0,0,0,0,0,0,2,13,1,1,1,111,1,3,0,1,0,1,1,4,4,0,2,29,4,1,1,1,0,4,0,0,0,0
2685806100009100019,0,1,11,0,0,25,6,0,0,0,4,1,0,4,0,1,0,0,0,24,0,0,0,0,1,0,0,2,0,1,0,82,0,0,3,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0
2685806100009100020,2,1,68,0,0,10,13,1,0,3,40,0,0,15,1,0,2,0,0,8,0,0,0,0,0,1,0,4,0,2,0,174,1,1,4,0,0,0,2,1,0,0,3,19,56,0,0,0,0,1,0,0,1,0
2685806100009100022,2,0,68,0,0,0,11,0,0,5,5,1,0,17,0,1,0,1,1,289,1,0,0,0,2,2,0,10,0,0,0,47,1,3,2,0,0,0,0,17,0,0,8,45,1,0,0,0,0,0,0,0,0,0
2685806100009100023,0,0,3,0,0,1,2,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,42,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2685806100009100024,0,0,17,0,0,0,4,0,0,1,2,0,0,4,0,0,0,0,0,52,0,1,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,3,0,0,2,9,0,0,0,0,0,0,0,0,0,0
2685806100009100025,0,1,45,0,0,0,18,0,1,4,2,1,0,8,0,2,0,0,1,230,0,0,0,0,0,1,0,3,0,1,0,10,0,0,0,0,1,0,0,16,0,1,8,72,0,0,0,1,0,4,0,0,0,1
2685806100009100026,0,3,1,0,0,8,13,0,0,1,0,0,0,1,0,0,1,0,0,23,0,0,1,0,0,0,1,12,0,0,0,89,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2685806100009100027,1,0,9,0,0,2,14,0,0,0,2,0,0,7,0,1,2,0,0,9,0,0,1,0,1,0,0,5,0,0,1,125,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1
2685806100009100028,2,0,102,0,0,12,30,0,0,10,15,4,3,35,0,3,1,0,0,327,2,8,2,0,1,1,0,20,2,0,0,76,0,12,23,0,1,0,11,14,1,2,29,61,30,1,0,0,1,14,1,0,1,0
2685806100009100029,0,4,45,0,0,4,10,0,0,1,24,0,0,11,1,0,1,0,0,82,0,0,0,0,0,0,0,2,1,1,0,62,0,8,13,0,0,0,0,0,0,0,5,10,17,0,0,0,1,1,0,0,0,0
2685806100009100030,0,0,51,0,0,0,17,0,0,1,2,0,0,5,0,0,1,0,1,142,0,0,0,0,0,0,0,3,1,0,0,4,0,4,0,1,0,0,8,18,0,1,7,34,2,1,0,1,1,1,0,0,0,1
2685806100009100031,0,1,38,0,0,0,5,0,2,1,4,1,0,7,0,0,0,0,0,70,0,0,0,0,0,0,0,2,0,0,1,28,0,4,1,0,0,0,1,8,0,0,4,21,1,0,1,0,0,1,0,0,0,0
2685806100009100032,2,1,85,1,0,3,9,1,0,4,20,3,3,3,0,0,1,1,0,102,0,0,0,0,1,0,0,3,0,1,1,90,0,7,16,1,0,0,2,3,1,1,13,12,20,1,0,0,0,2,0,0,0,1
2685806100009100033,0,0,64,0,0,0,27,0,0,4,3,0,0,3,0,1,1,0,0,359,1,0,1,0,0,0,0,3,0,0,0,11,1,5,0,1,0,0,2,22,0,0,18,74,1,1,0,0,0,3,0,0,0,0
2685806100009100034,2,1,53,0,0,0,12,0,0,0,7,5,4,27,0,1,3,0,1,111,0,0,0,0,0,0,0,11,0,1,0,61,0,1,3,0,0,0,4,7,0,0,15,47,15,1,1,0,1,0,0,0,0,0
2685806100009100035,2,2,40,0,1,2,9,0,0,0,17,3,3,7,0,0,6,0,0,17,0,0,0,0,0,0,0,1,0,2,1,84,1,11,0,0,0,2,1,1,0,0,2,10,13,0,1,0,1,4,0,0,0,0
2685806100009100036,1,0,92,0,0,0,20,1,0,1,4,5,0,10,1,0,1,1,1,358,0,0,0,0,1,0,1,7,0,0,0,19,0,3,1,0,0,2,5,30,0,0,8,75,0,0,0,0,1,4,0,0,0,1
2685806100009100037,3,1,83,0,0,0,17,0,2,3,33,6,3,10,0,0,3,0,1,33,0,0,1,0,0,0,0,2,1,1,0,88,0,10,15,0,0,0,2,1,0,0,7,22,28,0,0,1,0,3,2,0,0,0
2685806100009100038,1,2,80,0,1,0,8,1,0,6,26,9,14,14,1,0,1,1,1,73,1,0,2,1,1,1,2,2,0,0,1,82,6,30,2,0,1,6,12,5,1,1,7,24,11,3,0,2,2,8,0,0,0,1
2685806100009100039,2,1,37,0,0,0,6,0,0,0,17,9,14,8,0,0,0,1,1,8,0,0,0,2,0,2,0,2,0,0,0,51,1,8,2,1,0,2,1,2,0,1,1,5,5,0,0,0,2,11,0,0,0,0
2685806100009100040,0,0,43,0,0,0,7,1,0,2,2,3,1,1,0,0,0,0,0,137,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,1,0,2,5,0,0,5,32,1,0,0,1,1,1,0,0,0,0
2685806100009100041,0,0,8,0,0,0,3,0,0,0,6,1,5,2,0,0,0,0,0,3,0,0,0,1,1,2,0,0,0,0,0,10,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,1,0,0,0
2685806100009100042,0,0,58,0,0,0,15,0,0,2,2,4,2,3,0,0,0,0,0,297,0,0,0,0,0,0,0,9,0,1,0,20,1,1,0,0,0,0,1,17,1,1,8,48,0,0,0,0,0,2,0,0,0,1
2685806100009100044,1,1,64,0,0,0,23,0,0,2,4,3,0,5,0,0,0,1,1,236,1,0,0,0,0,2,0,5,0,0,0,17,2,7,1,0,0,0,9,12,1,0,13,61,6,0,0,0,0,6,0,0,0,0
2685806100009100049,1,0,14,0,0,0,2,4,0,0,4,0,2,1,1,0,0,0,0,1,3,0,0,0,0,0,1,0,1,1,0,6,0,5,3,0,0,0,0,2,0,0,0,2,3,0,0,0,0,1,0,0,0,0
2685806100009100050,5,2,59,0,2,0,3,0,0,5,29,2,13,9,0,0,1,0,1,8,1,0,0,0,0,1,0,1,1,0,0,56,0,18,1,0,0,2,5,0,0,0,1,9,6,0,0,0,1,16,0,0,0,0
2685806100026100001,1,0,30,0,0,0,11,1,0,5,3,1,1,51,3,2,1,1,0,435,0,7,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,11,53,3,0,0,0,0,0,0,0,0,3
2685806100026100002,1,0,9,0,0,0,1,0,0,2,0,0,0,12,2,0,1,0,1,151,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,15,0,1,0,0,1,0,0,0,0,0
2685806100026100003,1,0,7,0,0,0,1,1,0,1,0,0,0,6,0,0,0,0,0,108,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,1,0,0,0,0,0,0,0,0
2685806100026100004,0,0,40,0,0,0,12,1,1,4,0,0,0,20,1,0,2,0,0,516,0,7,0,1,0,1,1,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,10,48,3,1,0,1,1,0,0,0,0,0
2685806100026100005,2,1,13,0,0,0,5,0,0,2,0,0,1,28,7,0,0,0,0,58,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,7,56,8,0,0,1,0,0,0,0,0,0
2685806100026100006,0,0,34,0,0,0,5,0,0,5,0,3,0,27,1,0,1,0,0,453,0,14,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,2,7,45,0,0,0,0,1,0,0,0,0,0
2685806100026100007,0,0,15,0,0,0,0,0,0,2,0,1,0,12,0,0,2,0,0,273,1,11,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,5,28,3,1,0,1,0,0,1,1,0,0
2685806100026100008,3,0,82,0,3,0,14,0,0,10,2,3,1,39,1,8,3,0,0,161,0,1,0,3,1,0,1,0,2,0,0,0,0,4,21,3,0,0,0,0,0,0,12,42,35,0,0,1,0,12,0,0,1,0
2685806100026100009,3,0,37,0,0,0,5,0,0,1,0,1,1,16,3,0,0,0,1,72,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,4,18,26,0,0,0,0,0,0,0,0,1
2685806100026100010,0,0,26,0,0,0,12,0,1,6,3,2,1,21,0,2,0,0,0,562,0,35,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,4,16,51,1,0,0,0,0,2,0,0,0,1
2685806100026100011,4,1,6,2,0,0,12,0,0,26,10,2,1,18,12,2,1,0,0,31,1,79,13,1,0,0,0,2,2,0,0,0,0,13,19,1,2,2,2,3,2,13,26,62,0,0,0,10,0,0,2,0,0,0
2685806100026100012,7,0,21,0,0,0,8,1,0,12,11,7,1,46,17,0,1,0,0,49,0,14,1,2,0,0,0,0,1,0,0,0,0,3,11,0,2,0,2,20,0,16,15,46,21,0,0,0,1,3,0,0,0,0
2685806100026100013,2,0,36,0,0,0,8,0,0,0,1,1,0,19,5,1,1,0,2,202,0,4,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,55,1,0,0,0,0,0,0,0,10,0
2685806100026100014,0,0,25,0,0,0,14,0,0,0,0,2,0,48,2,0,0,3,0,287,0,10,0,0,0,2,0,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,6,33,0,1,0,0,1,0,0,0,0,0
