Model,N_embryos,Endoderm_mean_pct,Endoderm_sem_pct,Ectoderm_mean_pct,Ectoderm_sem_pct,Double Positive_mean_pct,Double Positive_sem_pct,Other Cells_mean_pct,Other Cells_sem_pct,Endoderm_mean_count,Endoderm_sem_count,Ectoderm_mean_count,Ectoderm_sem_count,Double Positive_mean_count,Double Positive_sem_count,Other Cells_mean_count,Other Cells_sem_count,Total_cells_mean,Total_cells_sem
Model 1,19,8.366280470869535,1.3086248132468585,39.35055778173659,4.515183643447984,1.5625385349026704,0.774583793602204,50.7206232124912,4.607176640795176,41.36842105263158,6.87831176005518,181.89473684210526,20.35875528095271,6.157894736842105,2.523877966084834,258.89473684210526,35.950249471423085,488.3157894736842,46.73210028102631
Model 2,19,16.740538870798034,2.1897691045717846,35.98429974320926,4.382307259262051,3.389620596564564,1.2592762324551203,43.88554078942814,4.219920761437254,118.42105263157895,16.979229793570934,226.31578947368422,22.055625137018268,18.526315789473685,5.743732114457199,311.57894736842104,38.4317056448039,674.8421052631579,40.56301596382172
