Embryo,Truth image,Test image,Slice number,Truth objects,Test objects,Object IoU threshold,Object TP,Object FP,Object FN,Object Precision,Object Recall/Sensitivity,Object Jaccard Index,Object F-measure
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,2111,2377,0.9,727,1650,1384,0.306,0.344,0.193,0.324
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,2111,2377,0.95,130,2247,1981,0.055,0.062,0.03,0.058
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,2111,2377,1.0,0,2377,2111,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.5,1586,631,525,0.715,0.751,0.578,0.733
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.55,1535,682,576,0.692,0.727,0.55,0.709
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.6,1454,763,657,0.656,0.689,0.506,0.672
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.65,1369,848,742,0.618,0.649,0.463,0.633
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.7,1240,977,871,0.559,0.587,0.402,0.573
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.75,1077,1140,1034,0.486,0.51,0.331,0.498
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.8,848,1369,1263,0.382,0.402,0.244,0.392
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.85,559,1658,1552,0.252,0.265,0.148,0.258
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.9,201,2016,1910,0.091,0.095,0.049,0.093
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,0.95,7,2210,2104,0.003,0.003,0.002,0.003
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,2111,2217,1.0,0,2217,2111,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.5,1530,659,581,0.699,0.725,0.552,0.712
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.55,1470,719,641,0.672,0.696,0.519,0.684
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.6,1393,796,718,0.636,0.66,0.479,0.648
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.65,1301,888,810,0.594,0.616,0.434,0.605
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.7,1176,1013,935,0.537,0.557,0.376,0.547
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.75,1014,1175,1097,0.463,0.48,0.309,0.472
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.8,786,1403,1325,0.359,0.372,0.224,0.366
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.85,489,1700,1622,0.223,0.232,0.128,0.227
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.9,161,2028,1950,0.074,0.076,0.039,0.075
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,0.95,2,2187,2109,0.0009137,0.0009474,0.0004653,0.0009302
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,2111,2189,1.0,0,2189,2111,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.5,1038,2253,1073,0.315,0.492,0.238,0.384
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.55,899,2392,1212,0.273,0.426,0.2,0.333
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.6,764,2527,1347,0.232,0.362,0.165,0.283
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.65,609,2682,1502,0.185,0.288,0.127,0.225
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.7,449,2842,1662,0.136,0.213,0.091,0.166
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.75,283,3008,1828,0.086,0.134,0.055,0.105
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.8,143,3148,1968,0.043,0.068,0.027,0.053
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.85,63,3228,2048,0.019,0.03,0.012,0.023
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.9,9,3282,2102,0.003,0.004,0.002,0.003
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,0.95,0,3291,2111,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,2111,3291,1.0,0,3291,2111,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.5,1370,543,741,0.716,0.649,0.516,0.681
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.55,1289,624,822,0.674,0.611,0.471,0.641
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.6,1187,726,924,0.62,0.562,0.418,0.59
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.65,1103,810,1008,0.577,0.523,0.378,0.548
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.7,983,930,1128,0.514,0.466,0.323,0.489
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.75,816,1097,1295,0.427,0.387,0.254,0.406
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.8,612,1301,1499,0.32,0.29,0.179,0.304
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.85,331,1582,1780,0.173,0.157,0.09,0.165
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.9,70,1843,2041,0.037,0.033,0.018,0.035
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,0.95,1,1912,2110,0.0005227,0.0004737,0.0002486,0.000497
Embryo09,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,2111,1913,1.0,0,1913,2111,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.5,898,375,250,0.705,0.782,0.59,0.742
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.55,874,399,274,0.687,0.761,0.565,0.722
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.6,848,425,300,0.666,0.739,0.539,0.701
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.65,818,455,330,0.643,0.713,0.51,0.676
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.7,781,492,367,0.614,0.68,0.476,0.645
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.75,726,547,422,0.57,0.632,0.428,0.6
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.8,664,609,484,0.522,0.578,0.378,0.549
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.85,560,713,588,0.44,0.488,0.301,0.463
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.9,357,916,791,0.28,0.311,0.173,0.295
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,0.95,56,1217,1092,0.044,0.049,0.024,0.046
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1148,1273,1.0,0,1273,1148,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.5,901,381,247,0.703,0.785,0.589,0.742
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.55,877,405,271,0.684,0.764,0.565,0.722
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.6,851,431,297,0.664,0.741,0.539,0.7
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.65,817,465,331,0.637,0.712,0.507,0.672
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.7,783,499,365,0.611,0.682,0.475,0.644
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.75,727,555,421,0.567,0.633,0.427,0.598
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.8,663,619,485,0.517,0.578,0.375,0.546
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.85,560,722,588,0.437,0.488,0.299,0.461
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.9,357,925,791,0.278,0.311,0.172,0.294
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,0.95,61,1221,1087,0.048,0.053,0.026,0.05
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1148,1282,1.0,0,1282,1148,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.5,805,376,343,0.682,0.701,0.528,0.691
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.55,776,405,372,0.657,0.676,0.5,0.666
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.6,743,438,405,0.629,0.647,0.468,0.638
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.65,701,480,447,0.594,0.611,0.431,0.602
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.7,640,541,508,0.542,0.557,0.379,0.55
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.75,562,619,586,0.476,0.49,0.318,0.483
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.8,473,708,675,0.401,0.412,0.255,0.406
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.85,346,835,802,0.293,0.301,0.174,0.297
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.9,174,1007,974,0.147,0.152,0.081,0.149
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,0.95,30,1151,1118,0.025,0.026,0.013,0.026
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1148,1181,1.0,0,1181,1148,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.5,698,411,450,0.629,0.608,0.448,0.619
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.55,663,446,485,0.598,0.578,0.416,0.588
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.6,624,485,524,0.563,0.544,0.382,0.553
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.65,579,530,569,0.522,0.504,0.345,0.513
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.7,520,589,628,0.469,0.453,0.299,0.461
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.75,446,663,702,0.402,0.389,0.246,0.395
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.8,355,754,793,0.32,0.309,0.187,0.315
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.85,233,876,915,0.21,0.203,0.115,0.206
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.9,94,1015,1054,0.085,0.082,0.043,0.083
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,0.95,3,1106,1145,0.003,0.003,0.001,0.003
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1148,1109,1.0,0,1109,1148,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.5,495,2475,653,0.167,0.431,0.137,0.24
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.55,432,2538,716,0.145,0.376,0.117,0.21
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.6,376,2594,772,0.127,0.328,0.1,0.183
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.65,295,2675,853,0.099,0.257,0.077,0.143
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.7,220,2750,928,0.074,0.192,0.056,0.107
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.75,143,2827,1005,0.048,0.125,0.036,0.069
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.8,96,2874,1052,0.032,0.084,0.024,0.047
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.85,49,2921,1099,0.016,0.043,0.012,0.024
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.9,9,2961,1139,0.003,0.008,0.002,0.004
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,0.95,0,2970,1148,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound2_z3_DAPI_mask.tif,1,1148,2970,1.0,0,2970,1148,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.5,624,311,524,0.667,0.544,0.428,0.599
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.55,589,346,559,0.63,0.513,0.394,0.566
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.6,546,389,602,0.584,0.476,0.355,0.524
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.65,490,445,658,0.524,0.427,0.308,0.47
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.7,439,496,709,0.47,0.382,0.267,0.422
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.75,366,569,782,0.391,0.319,0.213,0.351
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.8,277,658,871,0.296,0.241,0.153,0.266
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.85,150,785,998,0.16,0.131,0.078,0.144
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.9,44,891,1104,0.047,0.038,0.022,0.042
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,0.95,3,932,1145,0.003,0.003,0.001,0.003
Embryo10,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_PolyT_z3_DAPI_mask.tif,1,1148,935,1.0,0,935,1148,0.0,0.0,0.0,
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.5,1452,328,309,0.816,0.825,0.695,0.82
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.55,1411,369,350,0.793,0.801,0.662,0.797
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.6,1374,406,387,0.772,0.78,0.634,0.776
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.65,1319,461,442,0.741,0.749,0.594,0.745
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.7,1267,513,494,0.712,0.719,0.557,0.716
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.75,1185,595,576,0.666,0.673,0.503,0.669
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.8,1060,720,701,0.596,0.602,0.427,0.599
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.85,873,907,888,0.49,0.496,0.327,0.493
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.9,548,1232,1213,0.308,0.311,0.183,0.31
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,0.95,87,1693,1674,0.049,0.049,0.025,0.049
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,added_image_z3_DAPI_mask.tif,1,1761,1780,1.0,0,1780,1761,0.0,0.0,0.0,
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.5,1456,318,305,0.821,0.827,0.7,0.824
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.55,1416,358,345,0.798,0.804,0.668,0.801
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.6,1379,395,382,0.777,0.783,0.64,0.78
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.65,1326,448,435,0.747,0.753,0.6,0.75
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.7,1272,502,489,0.717,0.722,0.562,0.72
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.75,1180,594,581,0.665,0.67,0.501,0.668
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.8,1060,714,701,0.598,0.602,0.428,0.6
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.85,874,900,887,0.493,0.496,0.328,0.494
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.9,549,1225,1212,0.309,0.312,0.184,0.311
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,0.95,87,1687,1674,0.049,0.049,0.025,0.049
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,average_image_z3_DAPI_mask.tif,1,1761,1774,1.0,0,1774,1761,0.0,0.0,0.0,
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.5,1226,340,535,0.783,0.696,0.584,0.737
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.55,1178,388,583,0.752,0.669,0.548,0.708
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.6,1110,456,651,0.709,0.63,0.501,0.667
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.65,1016,550,745,0.649,0.577,0.44,0.611
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.7,916,650,845,0.585,0.52,0.38,0.551
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.75,771,795,990,0.492,0.438,0.302,0.463
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.8,627,939,1134,0.4,0.356,0.232,0.377
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.85,426,1140,1335,0.272,0.242,0.147,0.256
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.9,180,1386,1581,0.115,0.102,0.057,0.108
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,0.95,26,1540,1735,0.017,0.015,0.008,0.016
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,max_image_z3_DAPI_mask.tif,1,1761,1566,1.0,0,1566,1761,0.0,0.0,0.0,
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.5,1037,395,724,0.724,0.589,0.481,0.65
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.55,981,451,780,0.685,0.557,0.443,0.614
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.6,898,534,863,0.627,0.51,0.391,0.562
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.65,804,628,957,0.561,0.457,0.337,0.504
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.7,685,747,1076,0.478,0.389,0.273,0.429
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.75,561,871,1200,0.392,0.319,0.213,0.351
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.8,408,1024,1353,0.285,0.232,0.146,0.256
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.85,217,1215,1544,0.152,0.123,0.073,0.136
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.9,58,1374,1703,0.041,0.033,0.019,0.036
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,0.95,3,1429,1758,0.002,0.002,0.0009404,0.002
Embryo11,mosaic_Cellbound3_z3_DAPI_mask.tif,mosaic_Cellbound1_z3_DAPI_mask.tif,1,1761,1432,1.0,0,1432,1761,0.0,0.0,0.0,
