Embryo,Truth image,Test image,Slice number,Truth objects,Test objects,Object IoU threshold,Object TP,Object FP,Object FN,Object Precision,Object Recall/Sensitivity,Object Jaccard Index,Object F-measure
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.6,16,27,32,0.372,0.333,0.213,0.352
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.65,15,28,33,0.349,0.312,0.197,0.33
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.7,8,35,40,0.186,0.167,0.096,0.176
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.75,5,38,43,0.116,0.104,0.058,0.11
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.8,3,40,45,0.07,0.062,0.034,0.066
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.85,1,42,47,0.023,0.021,0.011,0.022
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.9,0,43,48,0.0,0.0,0.0,
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,0.95,0,43,48,0.0,0.0,0.0,
Embryo01,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,mosaic_PolyT_z3_DAPI_mask_endo.tif,1,48,43,1.0,0,43,48,0.0,0.0,0.0,
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.5,101,33,20,0.754,0.835,0.656,0.792
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.55,100,34,21,0.746,0.826,0.645,0.784
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.6,96,38,25,0.716,0.793,0.604,0.753
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.65,92,42,29,0.687,0.76,0.564,0.722
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.7,86,48,35,0.642,0.711,0.509,0.675
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.75,81,53,40,0.604,0.669,0.466,0.635
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.8,79,55,42,0.59,0.653,0.449,0.62
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.85,75,59,46,0.56,0.62,0.417,0.588
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.9,66,68,55,0.493,0.545,0.349,0.518
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,0.95,42,92,79,0.313,0.347,0.197,0.329
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,added_image_z3_DAPI_mask_endo.tif,1,121,134,1.0,0,134,121,0.0,0.0,0.0,
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.5,101,32,20,0.759,0.835,0.66,0.795
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.55,101,32,20,0.759,0.835,0.66,0.795
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.6,96,37,25,0.722,0.793,0.608,0.756
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.65,94,39,27,0.707,0.777,0.588,0.74
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.7,89,44,32,0.669,0.736,0.539,0.701
