Embryo,Truth image,Test image,Slice number,Truth objects,Test objects,Object IoU threshold,Object TP,Object FP,Object FN,Object Precision,Object Recall/Sensitivity,Object Jaccard Index,Object F-measure
Embryo08,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,49,45,0.85,13,32,36,0.289,0.265,0.16,0.277
Embryo08,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,49,45,0.9,2,43,47,0.044,0.041,0.022,0.043
Embryo08,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,49,45,0.95,0,45,49,0.0,0.0,0.0,
Embryo08,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,49,45,1.0,0,45,49,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.5,307,56,70,0.846,0.814,0.709,0.83
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.55,304,59,73,0.837,0.806,0.697,0.822
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.6,296,67,81,0.815,0.785,0.667,0.8
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.65,286,77,91,0.788,0.759,0.63,0.773
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.7,274,89,103,0.755,0.727,0.588,0.741
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.75,252,111,125,0.694,0.668,0.516,0.681
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.8,228,135,149,0.628,0.605,0.445,0.616
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.85,186,177,191,0.512,0.493,0.336,0.503
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.9,111,252,266,0.306,0.294,0.176,0.3
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,0.95,11,352,366,0.03,0.029,0.015,0.03
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,377,363,1.0,0,363,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.5,310,57,67,0.845,0.822,0.714,0.833
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.55,307,60,70,0.837,0.814,0.703,0.825
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.6,299,68,78,0.815,0.793,0.672,0.804
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.65,288,79,89,0.785,0.764,0.632,0.774
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.7,275,92,102,0.749,0.729,0.586,0.739
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.75,254,113,123,0.692,0.674,0.518,0.683
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.8,231,136,146,0.629,0.613,0.45,0.621
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.85,193,174,184,0.526,0.512,0.35,0.519
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.9,111,256,266,0.302,0.294,0.175,0.298
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,0.95,11,356,366,0.03,0.029,0.015,0.03
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,377,367,1.0,0,367,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.5,259,73,118,0.78,0.687,0.576,0.731
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.55,253,79,124,0.762,0.671,0.555,0.714
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.6,238,94,139,0.717,0.631,0.505,0.671
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.65,215,117,162,0.648,0.57,0.435,0.606
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.7,190,142,187,0.572,0.504,0.366,0.536
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.75,158,174,219,0.476,0.419,0.287,0.446
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.8,112,220,265,0.337,0.297,0.188,0.316
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.85,75,257,302,0.226,0.199,0.118,0.212
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.9,20,312,357,0.06,0.053,0.029,0.056
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,0.95,0,332,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,377,332,1.0,0,332,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.5,257,71,120,0.784,0.682,0.574,0.729
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.55,253,75,124,0.771,0.671,0.56,0.718
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.6,237,91,140,0.723,0.629,0.506,0.672
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.65,212,116,165,0.646,0.562,0.43,0.601
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.7,184,144,193,0.561,0.488,0.353,0.522
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.75,154,174,223,0.47,0.408,0.279,0.437
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.8,110,218,267,0.335,0.292,0.185,0.312
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.85,69,259,308,0.21,0.183,0.108,0.196
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.9,16,312,361,0.049,0.042,0.023,0.045
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,0.95,0,328,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,377,328,1.0,0,328,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.5,168,167,209,0.501,0.446,0.309,0.472
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.55,141,194,236,0.421,0.374,0.247,0.396
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.6,118,217,259,0.352,0.313,0.199,0.331
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.65,87,248,290,0.26,0.231,0.139,0.244
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.7,62,273,315,0.185,0.164,0.095,0.174
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.75,36,299,341,0.107,0.095,0.053,0.101
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.8,18,317,359,0.054,0.048,0.026,0.051
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.85,7,328,370,0.021,0.019,0.01,0.02
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.9,1,334,376,0.003,0.003,0.001,0.003
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,0.95,0,335,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,377,335,1.0,0,335,377,0.0,0.0,0.0,
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.5,233,106,144,0.687,0.618,0.482,0.651
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.55,217,122,160,0.64,0.576,0.435,0.606
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.6,189,150,188,0.558,0.501,0.359,0.528
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.65,177,162,200,0.522,0.469,0.328,0.494
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.7,158,181,219,0.466,0.419,0.283,0.441
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.75,123,216,254,0.363,0.326,0.207,0.344
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.8,84,255,293,0.248,0.223,0.133,0.235
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.85,40,299,337,0.118,0.106,0.059,0.112
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.9,3,336,374,0.009,0.008,0.004,0.008
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,0.95,1,338,376,0.003,0.003,0.001,0.003
Embryo09,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,377,339,1.0,0,339,377,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.5,133,30,28,0.816,0.826,0.696,0.821
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.55,131,32,30,0.804,0.814,0.679,0.809
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.6,124,39,37,0.761,0.77,0.62,0.765
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.65,122,41,39,0.748,0.758,0.604,0.753
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.7,115,48,46,0.706,0.714,0.55,0.71
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.75,109,54,52,0.669,0.677,0.507,0.673
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.8,99,64,62,0.607,0.615,0.44,0.611
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.85,81,82,80,0.497,0.503,0.333,0.5
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.9,51,112,110,0.313,0.317,0.187,0.315
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,0.95,8,155,153,0.049,0.05,0.025,0.049
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,161,163,1.0,0,163,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.5,133,31,28,0.811,0.826,0.693,0.818
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.55,131,33,30,0.799,0.814,0.675,0.806
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.6,126,38,35,0.768,0.783,0.633,0.775
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.65,123,41,38,0.75,0.764,0.609,0.757
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.7,117,47,44,0.713,0.727,0.562,0.72
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.75,110,54,51,0.671,0.683,0.512,0.677
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.8,101,63,60,0.616,0.627,0.451,0.622
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.85,82,82,79,0.5,0.509,0.337,0.505
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.9,50,114,111,0.305,0.311,0.182,0.308
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,0.95,9,155,152,0.055,0.056,0.028,0.055
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,161,164,1.0,0,164,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.5,124,35,37,0.78,0.77,0.633,0.775
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.55,118,41,43,0.742,0.733,0.584,0.738
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.6,112,47,49,0.704,0.696,0.538,0.7
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.65,107,52,54,0.673,0.665,0.502,0.669
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.7,96,63,65,0.604,0.596,0.429,0.6
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.75,79,80,82,0.497,0.491,0.328,0.494
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.8,62,97,99,0.39,0.385,0.24,0.388
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.85,40,119,121,0.252,0.248,0.143,0.25
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.9,10,149,151,0.063,0.062,0.032,0.062
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,0.95,1,158,160,0.006,0.006,0.003,0.006
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,max_image_z3_DAPI_mask_ecto.tif,1,161,159,1.0,0,159,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.5,118,35,43,0.771,0.733,0.602,0.752
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.55,111,42,50,0.725,0.689,0.547,0.707
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.6,105,48,56,0.686,0.652,0.502,0.669
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.65,100,53,61,0.654,0.621,0.467,0.637
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.7,86,67,75,0.562,0.534,0.377,0.548
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.75,74,79,87,0.484,0.46,0.308,0.471
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.8,60,93,101,0.392,0.373,0.236,0.382
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.85,34,119,127,0.222,0.211,0.121,0.217
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.9,9,144,152,0.059,0.056,0.03,0.057
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,0.95,0,153,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound1_z3_DAPI_mask_ecto.tif,1,161,153,1.0,0,153,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.5,86,73,75,0.541,0.534,0.368,0.537
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.55,71,88,90,0.447,0.441,0.285,0.444
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.6,59,100,102,0.371,0.366,0.226,0.369
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.65,44,115,117,0.277,0.273,0.159,0.275
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.7,23,136,138,0.145,0.143,0.077,0.144
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.75,15,144,146,0.094,0.093,0.049,0.094
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.8,8,151,153,0.05,0.05,0.026,0.05
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.85,4,155,157,0.025,0.025,0.013,0.025
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.9,0,159,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,0.95,0,159,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_Cellbound2_z3_DAPI_mask_ecto.tif,1,161,159,1.0,0,159,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.5,99,41,62,0.707,0.615,0.49,0.658
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.55,90,50,71,0.643,0.559,0.427,0.598
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.6,84,56,77,0.6,0.522,0.387,0.558
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.65,71,69,90,0.507,0.441,0.309,0.472
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.7,60,80,101,0.429,0.373,0.249,0.399
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.75,54,86,107,0.386,0.335,0.219,0.359
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.8,36,104,125,0.257,0.224,0.136,0.239
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.85,15,125,146,0.107,0.093,0.052,0.1
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.9,5,135,156,0.036,0.031,0.017,0.033
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,0.95,0,140,161,0.0,0.0,0.0,
Embryo10,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,mosaic_PolyT_z3_DAPI_mask_ecto.tif,1,161,140,1.0,0,140,161,0.0,0.0,0.0,
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.5,63,12,17,0.84,0.787,0.685,0.813
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.55,62,13,18,0.827,0.775,0.667,0.8
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.6,60,15,20,0.8,0.75,0.632,0.774
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.65,57,18,23,0.76,0.713,0.582,0.735
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.7,56,19,24,0.747,0.7,0.566,0.723
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.75,52,23,28,0.693,0.65,0.505,0.671
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.8,49,26,31,0.653,0.613,0.462,0.632
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.85,41,34,39,0.547,0.512,0.36,0.529
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.9,32,43,48,0.427,0.4,0.26,0.413
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,0.95,3,72,77,0.04,0.037,0.02,0.039
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,added_image_z3_DAPI_mask_ecto.tif,1,80,75,1.0,0,75,80,0.0,0.0,0.0,
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,80,75,0.5,65,10,15,0.867,0.812,0.722,0.839
Embryo11,mosaic_Cellbound3_z3_DAPI_mask_ecto.tif,average_image_z3_DAPI_mask_ecto.tif,1,80,75,0.55,64,11,16,0.853,0.8,0.703,0.826
