EntityID,volume,x,y,sox3_expression,sox17a_expression,model
11067,4093.955810546875,1148.2986682055052,5541.501158849045,7,0,Model_2
11068,8588.6181640625,1220.9565487838117,5547.6580601127935,5,3,Model_2
11069,14834.58203125,1193.8307068048744,5563.227658029704,19,0,Model_2
11070,14183.3994140625,1136.0463984102826,5558.31428972719,55,1,Model_2
11071,4638.423828125,1114.0849065053626,5571.975488480297,11,1,Model_2
11072,10003.65234375,1093.295624018705,5581.728037039342,44,6,Model_2
11073,12683.970703125,1218.6184593717917,5587.300619121874,13,2,Model_2
11074,11242.1923828125,1253.534096709278,5588.910852996109,7,9,Model_2
11075,4495.18408203125,1152.6421494614915,5581.8686410503,14,1,Model_2
11076,3564.8525390625,1133.4917275997577,5588.392949779867,28,1,Model_2
11077,11099.4111328125,1167.2453976786346,5601.863379271876,37,4,Model_2
11078,5050.21044921875,1189.945015561243,5591.975879124424,11,0,Model_2
11079,8549.87109375,1115.1246583308093,5601.47477522149,37,0,Model_2
11080,9048.5341796875,1226.6542967229034,5615.225706182595,9,3,Model_2
11081,13520.1875,1148.0944004146731,5622.812670351763,42,4,Model_2
11082,15007.89453125,1075.3416935492423,5626.017593938217,33,0,Model_2
11083,11522.1416015625,1254.9673085780232,5625.329411492625,11,6,Model_2
11084,7849.1318359375,1190.2023354374687,5622.979416817019,11,1,Model_2
11085,8501.3955078125,1102.7593795380672,5631.593002232024,38,2,Model_2
11086,7641.5771484375,1123.6266865668003,5638.069265369908,49,0,Model_2
11087,8904.3056640625,1207.054485721339,5638.898051826458,19,2,Model_2
11088,12696.2626953125,1241.395756555139,5658.03503492591,6,10,Model_2
11089,21905.65625,1167.0873922269093,5671.660906038072,98,3,Model_2
11090,5231.8232421875,1151.2343703712104,5650.851512416324,18,0,Model_2
11091,15138.4716796875,1207.0883193723275,5667.894979513425,32,3,Model_2
11092,6437.572265625,1267.0128938930575,5667.560073477274,8,9,Model_2
11093,13829.4248046875,1089.1439818654326,5672.92775524233,91,1,Model_2
11094,7840.0234375,1120.9069903973723,5662.689098343893,60,1,Model_2
11095,11843.2060546875,1058.6732116564526,5698.488716571068,48,8,Model_2
11096,11080.37890625,1145.9536739667528,5704.024557907018,85,0,Model_2
11097,12563.4921875,1207.0750851210905,5703.507361243595,27,4,Model_2
11098,2713.058349609375,1237.1841574897408,5718.348503204237,3,1,Model_2
11099,41002.80859375,1358.5219871746958,5380.053133181413,9,38,Model_2
11100,17844.201171875,1488.4359569025692,5367.269473029359,5,7,Model_2
11101,16901.59375,1412.2616782303667,5364.788059529441,3,3,Model_2
11102,26445.060546875,1284.9363280444522,5406.5707670269185,7,26,Model_2
11103,11435.541015625,1572.3946221523802,5396.684679985105,11,5,Model_2
11104,36249.62109375,1410.8929114111234,5413.94647190324,17,27,Model_2
11105,15499.34375,1456.199047095899,5416.921059270739,0,4,Model_2
11106,26438.4921875,1505.1429907446145,5426.959055168612,2,8,Model_2
11107,11996.345703125,1318.2231167557766,5437.420982757816,5,30,Model_2
11108,16173.9560546875,1351.9406515747542,5434.476070608711,5,18,Model_2
11109,7964.64794921875,1583.3152961122687,5438.871535694983,0,1,Model_2
11110,23241.3828125,1398.2355584476027,5469.646856827079,16,43,Model_2
11111,27376.787109375,1545.4748892514035,5473.400771953806,8,9,Model_2
11112,16478.80859375,1441.387963594112,5461.107459458057,8,13,Model_2
11113,45968.765625,1493.0402104481473,5482.896841839596,10,26,Model_2
11114,5318.5869140625,1295.1000028335839,5456.040062641026,1,3,Model_2
11115,11325.5595703125,1578.5250725666992,5466.408725258138,2,3,Model_2
11116,30098.94140625,1360.825322292163,5492.621834838705,18,39,Model_2
11117,11447.9658203125,1337.232795232616,5469.774742887297,4,16,Model_2
11118,28899.29296875,1274.1642229397548,5487.161594654375,19,31,Model_2
11119,3939.937255859375,1313.6385419663857,5471.602595029748,1,6,Model_2
11120,33528.8203125,1441.252628990158,5515.7875821114285,19,16,Model_2
11121,26446.369140625,1313.4408337609493,5521.068357879762,19,27,Model_2
11122,16405.51171875,1566.9601782726822,5523.115947948885,5,10,Model_2
11123,16385.837890625,1402.498368311266,5530.019675542193,8,10,Model_2
11124,30112.240234375,1518.6007282068604,5543.808760355518,6,29,Model_2
11125,6402.68994140625,1270.2099437505822,5528.215846195584,5,15,Model_2
11126,9490.6474609375,1478.5543442854541,5534.430684790481,0,1,Model_2
11127,6168.76123046875,1369.9973488820833,5529.136484518589,0,5,Model_2
11128,22932.6953125,1345.9419682705775,5569.018564933271,14,18,Model_2
11129,6172.068359375,1299.1778784212656,5547.020749470161,8,13,Model_2
11130,12968.1640625,1381.8296901315334,5562.307019706699,4,13,Model_2
11131,13904.7998046875,1279.5488369865343,5567.027499089658,12,22,Model_2
11132,21924.265625,1409.3449643381755,5583.189188268792,17,18,Model_2
11133,13627.921875,1549.955201157136,5571.822873071418,7,9,Model_2
11134,16512.87109375,1474.5420645517297,5568.066131733416,4,12,Model_2
11135,17989.322265625,1314.6613769663381,5581.502646690118,14,28,Model_2
11136,15518.0751953125,1441.5007424307405,5583.553769523336,5,18,Model_2
11137,28166.46484375,1523.9398854776518,5607.71293005941,4,27,Model_2
11138,8524.408203125,1575.4153687673388,5593.785360893584,6,9,Model_2
11139,18907.357421875,1368.842631691543,5606.575380021008,9,25,Model_2
11140,18819.822265625,1480.6574394276831,5609.633340621134,4,8,Model_2
11141,8099.45068359375,1282.4715350618935,5604.2776702539995,6,12,Model_2
11142,24458.8671875,1422.4208648821223,5635.0105982169625,7,35,Model_2
11143,5545.20947265625,1454.0821423002053,5619.508829370665,1,0,Model_2
11144,14140.9033203125,1315.9342817744473,5625.792203588993,13,32,Model_2
11145,17719.28125,1572.7175378825632,5625.3795767427655,10,16,Model_2
11146,16173.185546875,1348.3361018595751,5644.4727535674465,11,22,Model_2
11147,15244.2607421875,1286.2208559775609,5641.7560579788405,11,32,Model_2
11148,19385.248046875,1386.4227808738942,5654.843535843014,9,21,Model_2
11149,12870.4013671875,1501.7557129106135,5649.473027866683,7,5,Model_2
11150,25651.927734375,1478.6823137408937,5677.814274537726,5,10,Model_2
11151,12387.2548828125,1539.2018541650614,5652.36636166001,5,8,Model_2
11152,1408.5279541015625,1453.2344597383635,5639.69363030052,2,4,Model_2
11153,20833.0546875,1573.8755924060242,5667.579150403384,5,5,Model_2
11154,13031.662109375,1447.1045847262722,5669.65712224372,4,12,Model_2
11155,10454.6982421875,1317.456796068931,5665.6530874191085,10,14,Model_2
11156,13387.720703125,1291.9672829451156,5687.6198145581875,9,31,Model_2
11157,12201.5625,1586.4340912668267,5705.906814616523,2,8,Model_2
11158,12697.724609375,1443.9884364219615,5708.501276567462,5,14,Model_2
11159,37557.71484375,1633.1753951879218,5440.649929140112,6,15,Model_2
11160,10803.27734375,1613.7552247618441,5471.379324338981,2,2,Model_2
11161,10007.44140625,1670.0128759659128,5475.51124522381,4,7,Model_2
11162,2539.503173828125,1681.8356655383832,5487.254153073649,0,2,Model_2
11163,34066.04296875,1646.783888033824,5525.121144848876,8,3,Model_2
11164,18677.58984375,1676.8881270237616,5533.062091980304,0,7,Model_2
11165,61290.359375,1719.3220849487698,5533.4287928933045,7,4,Model_2
11166,40044.51953125,1607.6169488772284,5566.491225500125,12,9,Model_2
11167,18412.763671875,1733.3453277203953,5572.294850354432,0,2,Model_2
11168,23439.21484375,1648.3768315609777,5604.379413859919,11,20,Model_2
11169,39421.78125,1730.1458611735143,5613.04599073634,6,8,Model_2
11170,17711.830078125,1614.8588462345651,5633.747281776799,13,13,Model_2
11171,14162.048828125,1671.040544344578,5636.437128358288,0,1,Model_2
11172,11010.6142578125,1648.3673949644435,5660.40128031635,4,6,Model_2
11173,24549.78515625,1706.896273841674,5680.963380451489,0,0,Model_2
11176,9267.7333984375,2589.606216133572,5432.485711317917,1,8,Model_2
11177,15097.9365234375,2548.720435442403,5458.284780946618,5,14,Model_2
11178,15890.7353515625,2588.1658692772035,5465.914844837738,0,8,Model_2
11179,18405.669921875,2561.1903223601403,5494.570507513185,2,15,Model_2
11180,25468.158203125,2519.3134688719874,5522.181178569503,9,18,Model_2
11181,4394.7470703125,2545.915004341048,5521.919754026516,1,12,Model_2
11182,3373.053955078125,2526.4171546142315,5561.715634997294,1,0,Model_2
11183,1803.396484375,2578.398301381618,5564.7665300692315,0,0,Model_2
11184,11708.9140625,2490.7442879450973,5585.357598869945,0,8,Model_2
11185,19194.263671875,2575.9673420500476,5598.019731937151,1,24,Model_2
11186,17987.109375,2464.607677476015,5610.29396750679,2,2,Model_2
11187,2019.6080322265625,2419.583603963256,5609.328109803377,1,1,Model_2
11188,15905.62109375,2506.854859837913,5622.147804149194,3,28,Model_2
11189,13232.919921875,2438.152754494571,5630.21663734084,1,11,Model_2
11190,3856.706298828125,2536.456772683072,5624.319040961622,0,8,Model_2
11191,9283.9775390625,2622.4945963424398,5628.716625706351,0,1,Model_2
11192,4556.94287109375,2411.3132326641353,5634.0970254221465,3,14,Model_2
11193,14338.1298828125,2559.7380071374355,5649.014475087228,1,19,Model_2
11194,15286.2412109375,2589.640970428125,5641.681163380039,4,24,Model_2
11195,44802.12109375,2485.35368971515,5672.47202867415,2,17,Model_2
11196,7251.54638671875,2528.4745628195815,5648.6710904172505,1,14,Model_2
11197,5879.61279296875,2410.586844891892,5657.60474425921,0,5,Model_2
11198,5141.6181640625,2539.3054740319494,5667.75861481938,2,6,Model_2
11199,9048.6162109375,2702.3208378733834,5396.028292416362,13,2,Model_2
11200,8602.1103515625,2784.7955407779664,5381.055731631408,3,0,Model_2
11201,3594.56201171875,2755.573393403087,5375.545326196938,12,0,Model_2
11202,7158.482421875,2842.9581185970455,5390.35467328073,13,1,Model_2
11203,9507.591796875,2820.446312001557,5395.298423354456,30,1,Model_2
11204,7363.2431640625,2875.8741181128426,5392.987289083889,10,1,Model_2
11205,6537.54541015625,2725.2662675876636,5393.753898892377,12,2,Model_2
11206,7028.89892578125,2762.4911091453396,5394.070434555237,15,2,Model_2
11207,5114.744140625,2742.042464777478,5405.633877989079,12,1,Model_2
11208,6274.3720703125,2794.9051277576946,5406.037319648662,12,0,Model_2
11209,6272.88134765625,2862.10336183873,5410.102824568516,15,0,Model_2
11210,3743.80078125,2762.3265441082185,5414.785856652074,11,2,Model_2
11211,3820.189697265625,2718.998065880034,5419.264694970974,17,1,Model_2
11212,5185.0302734375,2816.820587484399,5423.479282535613,16,0,Model_2
11213,2730.42626953125,2835.8898776320275,5420.509641037846,7,0,Model_2
11214,6798.32861328125,2899.3682513914537,5423.928650128422,9,0,Model_2
11215,16889.66796875,2931.3157338775927,5435.607968224562,39,0,Model_2
11216,8537.541015625,2787.4617245402187,5426.034884081513,17,2,Model_2
11217,6310.5849609375,2875.312065216829,5434.529062070127,21,0,Model_2
11218,5380.13134765625,2740.9897088616854,5427.241676296166,16,3,Model_2
11219,4196.6513671875,2854.9373024950037,5427.346952666179,10,0,Model_2
11220,11121.9775390625,2715.956950026215,5446.290340293257,5,18,Model_2
11221,3463.800048828125,2774.215735097765,5438.870829142164,6,1,Model_2
11222,4993.921875,2827.2095897858962,5442.768881043943,10,0,Model_2
11223,6829.203125,2853.2875092277536,5447.753611181164,26,0,Model_2
11224,11044.96875,2754.243753935327,5450.996688619838,20,4,Model_2
11225,4934.57373046875,2809.07130044268,5452.124346918776,21,0,Model_2
