EntityID,volume,x,y,sox3_expression,sox17a_expression,model
11435,3837.70166015625,1585.663052281714,5542.773660475854,0,1,Model_1
11436,2245.42333984375,1642.0548872852814,5585.448037630762,1,1,Model_1
11442,3873.126953125,2707.5107358063105,5396.635221287783,7,1,Model_1
11443,8527.6083984375,2587.8988826435525,5435.217951068538,0,6,Model_1
11444,8026.244140625,2590.315571999876,5475.194003008131,0,6,Model_1
11445,2298.560791015625,2545.1563940440537,5521.586261096003,1,9,Model_1
11446,2610.67626953125,2698.777050633449,5556.7506883390015,0,7,Model_1
11447,2445.3583984375,2566.00943109754,5591.065839093702,0,0,Model_1
11448,4197.25390625,2828.2427820259472,5333.02285789809,0,0,Model_1
11449,3069.249755859375,2734.372813404072,5370.436949316412,1,0,Model_1
11450,2634.68212890625,2753.971933922963,5376.88495034154,7,0,Model_1
11451,6558.873046875,2819.629701160011,5395.383916245541,15,0,Model_1
11452,5802.7421875,2725.3871020554798,5394.808075698151,10,2,Model_1
11453,2574.194091796875,2752.9249320294475,5390.612565059622,3,0,Model_1
11454,3498.385009765625,2769.419872610364,5397.172201430134,9,2,Model_1
11455,5359.4072265625,2742.4579051858746,5406.130584620754,10,1,Model_1
11456,2180.950927734375,2805.0464769403916,5404.609376401699,3,0,Model_1
11457,4204.33056640625,2865.3396541281836,5410.266038269678,10,0,Model_1
11458,1258.4937744140625,2793.797133228043,5408.479872743541,4,0,Model_1
11459,3255.499267578125,2762.002247412689,5414.573890806409,10,2,Model_1
11460,1339.80224609375,2705.850585298962,5415.602631710703,3,0,Model_1
11461,3341.084228515625,2719.4507923527854,5419.857492786017,16,1,Model_1
11462,3236.381103515625,2816.6760464448016,5417.735714670911,8,0,Model_1
11463,2715.720703125,2834.2718465677463,5420.934279281995,6,0,Model_1
11464,3101.854248046875,2734.0446039733943,5426.826929791481,7,2,Model_1
11465,2267.204833984375,2798.795767460484,5422.1841712186,8,1,Model_1
11466,1095.6700439453125,2782.109102857299,5417.123133376939,0,0,Model_1
11467,8663.2255859375,2925.7260464768624,5434.295193087077,15,0,Model_1
11468,3649.19580078125,2855.3246632746886,5426.622736026824,8,0,Model_1
11469,1566.5670166015625,2747.854257438099,5425.261208744836,5,1,Model_1
11470,2210.36279296875,2769.6587796153035,5425.662530745962,7,0,Model_1
11471,5744.8193359375,2875.3696054395987,5434.922611990245,20,0,Model_1
11472,1856.4708251953125,2786.5901052457048,5427.983556755993,2,0,Model_1
11473,2067.5458984375,2814.3475087097613,5430.700252344599,9,0,Model_1
11474,1664.456298828125,2798.250286148628,5436.229734705179,2,1,Model_1
11475,2884.569091796875,2842.7268069015117,5439.299706703227,10,0,Model_1
11476,3086.76171875,2774.3402521398384,5438.965507219895,4,1,Model_1
11477,4294.12109375,2826.6912674591877,5443.809633346158,9,0,Model_1
11478,843.8189086914062,2858.2306746854447,5437.602566832269,0,0,Model_1
11479,2703.922607421875,2741.343926473055,5444.969086521945,5,1,Model_1
11480,4269.56396484375,2810.419352781726,5451.965372534527,16,0,Model_1
11481,2565.898681640625,2757.9527966950554,5443.197758605005,5,0,Model_1
11482,3721.33935546875,2792.9434664830333,5450.635640129389,9,0,Model_1
11483,2932.675537109375,2890.1307440280216,5449.2034575655125,17,0,Model_1
11484,4081.507080078125,2857.7604559849715,5452.210546362679,15,0,Model_1
11485,2999.892333984375,2916.2809339896776,5457.224951718294,11,0,Model_1
11486,2534.8740234375,2778.6647451223107,5455.87967515114,7,0,Model_1
11487,3721.5029296875,2758.2289897643495,5458.133578643377,2,0,Model_1
11488,6903.103515625,2876.728935662308,5468.0648850656,18,0,Model_1
11489,2364.92919921875,2929.893109409837,5461.1215905144345,4,0,Model_1
11490,2428.80419921875,2830.358190775849,5460.154319705383,15,1,Model_1
11491,4794.826171875,2852.495985923335,5468.089614414261,15,0,Model_1
11492,2786.275390625,2742.2233712378656,5467.182400594815,3,8,Model_1
11493,1229.020751953125,2771.7778709394624,5468.056406431773,4,1,Model_1
11494,6117.4814453125,2792.3544847627636,5473.630401619943,16,0,Model_1
11495,1723.6663818359375,2895.025575698586,5468.946662983566,7,0,Model_1
11496,2074.146240234375,2724.8731527857017,5472.321865799371,5,9,Model_1
11497,1970.765625,2909.3586150296032,5470.373193124891,5,1,Model_1
11498,1924.19921875,2832.4853377311956,5471.045124855649,3,0,Model_1
11499,3720.11181640625,2710.4696842220146,5478.080977826088,0,9,Model_1
11500,4525.1396484375,2815.7540219151415,5479.1075990719255,23,1,Model_1
11501,5112.42529296875,2924.3913434694987,5485.130961852905,17,0,Model_1
11502,4332.43798828125,2840.3639751937008,5484.391907604353,13,0,Model_1
11503,8106.94921875,2895.441246267874,5493.293766569463,33,0,Model_1
11504,2994.623779296875,2942.217764805304,5486.660648705787,6,0,Model_1
11505,1314.0333251953125,2861.0625742892735,5484.384842076164,8,0,Model_1
11506,2495.77197265625,2910.5195465642028,5488.543611968111,13,2,Model_1
11507,5214.72265625,2725.105615285691,5493.813789444161,2,10,Model_1
11508,5596.18896484375,2749.163412586553,5496.596194444923,5,24,Model_1
11509,4689.65625,2797.7660276337992,5496.745983642526,23,3,Model_1
11510,3297.92041015625,2825.0976334493607,5496.975613308663,7,0,Model_1
11511,5947.123046875,2859.044293435407,5503.682212665502,9,1,Model_1
11512,9281.84375,2778.859691397054,5512.481621471874,9,34,Model_1
11513,2339.034423828125,2955.00964680966,5504.058098765148,11,0,Model_1
11514,1706.6138916015625,2709.5564058062155,5502.825164096197,1,5,Model_1
11515,2129.11669921875,2813.803178202361,5508.919888711884,6,1,Model_1
11516,2443.005859375,2914.7022604377707,5510.317450187635,8,0,Model_1
11517,2999.2158203125,2872.5982381501235,5513.106920716586,15,0,Model_1
11518,2407.462890625,2743.7896161016542,5515.305006536131,3,11,Model_1
11519,2922.345947265625,2895.2736891391687,5514.66063036531,9,0,Model_1
11520,3007.130615234375,2715.6234468950424,5517.768049662758,2,13,Model_1
11521,1897.750732421875,2951.8974112404976,5517.556790369912,6,0,Model_1
11522,5370.55224609375,2884.998846639646,5527.721965775185,10,3,Model_1
11523,4357.91748046875,2842.71575917874,5526.258694887278,14,1,Model_1
11524,954.859375,2980.7973333678674,5521.312825155095,3,0,Model_1
11525,1600.9453125,2972.8906162766507,5525.197452553315,2,0,Model_1
11526,1983.9840087890625,2724.0500974392053,5527.165202153905,0,2,Model_1
11527,3757.4296875,2856.0294159231707,5535.843790428247,13,0,Model_1
11528,4071.552978515625,2991.5433152114274,5534.300679071806,8,0,Model_1
11529,3842.72314453125,2818.5191748605575,5535.087072359223,4,22,Model_1
11530,4179.09765625,2968.840705237235,5540.078161471814,7,1,Model_1
11531,3200.172607421875,2869.6183450933313,5539.964406467974,3,3,Model_1
11532,2234.0068359375,2953.6795470201178,5531.9951972237905,5,0,Model_1
11533,5312.77392578125,2904.7623020347673,5546.143917421927,6,1,Model_1
11534,3013.140625,2708.149662439944,5543.511301618768,0,2,Model_1
11535,5308.47314453125,2829.19956085016,5548.750390770787,8,4,Model_1
11536,4002.784912109375,2949.1004960921127,5547.336578580202,3,0,Model_1
11537,3362.58447265625,2886.1565559217706,5550.682106177614,9,1,Model_1
11538,6020.16259765625,2925.8850876525976,5555.444978729705,4,0,Model_1
11539,4828.06982421875,2980.8185081698466,5556.391759507009,11,0,Model_1
11540,10674.4345703125,2803.6786307647126,5567.460615967633,5,44,Model_1
11541,5479.12060546875,2848.779578015092,5558.51071141084,13,4,Model_1
11542,4093.415283203125,2994.9400296419626,5565.95707156905,5,0,Model_1
11543,8805.548828125,2871.519243892748,5567.618883799063,8,4,Model_1
11544,6933.70556640625,2960.888876611367,5570.893756114587,13,0,Model_1
11545,8807.806640625,2905.535642628791,5576.0558310093475,12,2,Model_1
11546,2779.20166015625,2822.741476407391,5568.465334076085,6,4,Model_1
11547,4887.6044921875,2833.6409755653003,5579.424674849783,4,8,Model_1
11548,2731.25439453125,2975.371750682476,5582.308116903645,8,0,Model_1
11549,2140.14404296875,2849.100192136364,5584.383262532705,0,4,Model_1
11550,8639.283203125,2872.165535674896,5590.427821898251,7,1,Model_1
11551,5402.865234375,2941.21380299842,5592.428072928509,8,1,Model_1
11552,3940.2265625,2820.2681674718624,5595.840723043715,1,8,Model_1
11554,8272.994140625,3028.397597734467,5539.1398593283375,6,0,Model_1
11555,5901.849609375,3014.6820800742134,5562.536649372836,16,0,Model_1
11556,4120.177734375,3007.8398571042344,5586.617382546014,8,0,Model_1
11557,2196.40869140625,3020.5463494180003,5584.60158735374,7,0,Model_1
11566,3370.275634765625,3699.2196974928956,5344.543908162799,1,1,Model_1
11567,4124.94921875,3722.726029298734,5376.561349150492,5,0,Model_1
11568,9939.330078125,3715.4623817371903,5408.463622028707,12,1,Model_1
11569,5980.53662109375,3739.0161266865907,5417.094871264184,17,1,Model_1
11570,7481.71337890625,3735.5167604986345,5441.400994786585,38,0,Model_1
11571,1853.40234375,3837.2384377587587,5449.410477541445,3,4,Model_1
11572,5238.5625,3716.476470623282,5460.708963668207,31,1,Model_1
11573,4407.14794921875,3770.391889519291,5462.322023753717,0,2,Model_1
11574,7823.13525390625,3706.223953730194,5480.941103636927,26,1,Model_1
11575,11756.6142578125,3768.349441771861,5501.866371920973,4,3,Model_1
11576,9676.201171875,3791.532167364843,5530.530513230246,5,1,Model_1
11577,3025.7529296875,3752.668350101798,5557.2163066466455,3,1,Model_1
11578,4927.14404296875,3817.214440234937,5574.604571519361,4,5,Model_1
11579,5448.060546875,3831.430097511504,5591.779457440774,1,20,Model_1
11580,18429.642578125,4010.757193864556,5344.731144659803,2,28,Model_1
11581,2810.064208984375,3956.7504010947887,5389.821932455292,0,1,Model_1
11582,9405.9384765625,4014.890423146542,5399.3469710066565,0,1,Model_1
11583,3075.3076171875,4036.0283993831836,5394.898514458968,1,12,Model_1
11584,4380.373046875,4116.19665999827,5399.770196145168,1,14,Model_1
11585,3117.888427734375,3859.403391891392,5410.362836005865,1,10,Model_1
11586,9120.85546875,4107.778295246186,5423.358462003584,4,17,Model_1
11587,7980.26416015625,3986.547490375582,5424.361767006398,2,37,Model_1
11588,5424.99267578125,3836.6773055063095,5423.6191799937515,2,43,Model_1
11589,12596.1962890625,4105.585322275991,5458.291846474807,1,24,Model_1
11590,20113.4296875,3993.145742801018,5473.043256227451,2,38,Model_1
11591,4107.150390625,3915.8798110224307,5458.187983210431,2,17,Model_1
11592,8625.6259765625,3950.1811489416286,5561.035224632709,1,25,Model_1
11593,3025.25341796875,4118.412188735791,5590.431354662345,0,4,Model_1
11594,9698.8916015625,4191.47630328685,5330.874937328685,3,19,Model_1
11595,8705.541015625,4232.672340859193,5359.449346429959,3,14,Model_1
11596,7232.498046875,4284.795496896375,5365.869085342332,3,3,Model_1
11597,6434.7451171875,4128.636395839276,5375.953007173433,1,11,Model_1
11598,10321.1806640625,4303.012271103449,5388.480188652233,4,3,Model_1
11599,11301.033203125,4331.874446844682,5420.691931665118,2,4,Model_1
11600,12235.888671875,4135.77000249736,5470.667119097547,4,55,Model_1
11601,4103.17333984375,4278.227165386779,5466.119745155214,3,6,Model_1
11602,3425.197509765625,4146.14887771965,5504.612742727972,0,12,Model_1
11603,15921.09765625,4361.4777406551875,5542.158959523425,6,2,Model_1
11604,16072.1396484375,4390.09226327762,5576.669825408957,5,2,Model_1
11605,4573.40478515625,4140.451475021895,5580.815877350164,0,8,Model_1
11606,8168.74951171875,4468.838589907624,5350.630154144659,34,1,Model_1
11607,3140.53125,4409.937655949965,5365.948219258047,56,1,Model_1
11608,6628.78271484375,4441.6717792900745,5369.342498999962,37,1,Model_1
11609,4392.60400390625,4420.956838771235,5380.271458002448,18,0,Model_1
11610,5590.91357421875,4448.762576022418,5392.45525481127,79,3,Model_1
11611,3186.183349609375,4415.9913477071095,5397.0421957114595,2,0,Model_1
11612,6340.80126953125,4472.604942729231,5442.165484936617,39,0,Model_1
11613,3940.118896484375,4394.063459292287,5491.453903029091,7,0,Model_1
11614,2324.8466796875,4417.620886815945,5490.631475547911,1,1,Model_1
11615,5887.19677734375,4397.177536148578,5514.149792677257,7,4,Model_1
11616,5473.70166015625,4417.092437410029,5511.683216786536,1,0,Model_1
11617,11431.1337890625,4434.537712310208,5540.139631567057,5,5,Model_1
11618,4457.41796875,4409.864464786602,5535.036200556264,3,2,Model_1
11619,10813.22265625,4405.471153697697,5560.210677493073,2,5,Model_1
11626,5514.34716796875,5227.951558288187,5381.266990924254,8,0,Model_1
11627,5568.318359375,5173.903336558025,5453.701372810523,17,0,Model_1
11628,3599.989990234375,5198.171500913333,5458.349783805956,18,0,Model_1
11629,3531.210693359375,5221.187129699392,5461.141373993363,18,1,Model_1
11630,4259.76904296875,5167.923296286026,5471.456338596239,3,0,Model_1
11631,3683.489501953125,5191.271277398802,5474.281136766134,13,0,Model_1
11632,4669.859375,5209.334764452418,5482.31888163375,37,0,Model_1
11633,4718.3251953125,5157.121845667716,5487.543839729391,7,0,Model_1
11634,3835.337158203125,5176.5925364093855,5490.917629439558,25,0,Model_1
11635,3637.740966796875,5196.189355319366,5496.393413785903,28,0,Model_1
11636,4563.86865234375,5148.591162400786,5502.9375059943995,9,0,Model_1
11637,3941.781005859375,5137.863823589403,5517.323627939681,1,0,Model_1
11638,7125.62109375,5175.305937028257,5516.720938385173,64,0,Model_1
11639,4493.76953125,5208.096038536634,5524.6625920694205,1,0,Model_1
11640,2942.5361328125,5148.738465371076,5532.413476492569,28,0,Model_1
11641,5116.6416015625,5165.5530994297005,5533.940337134176,45,0,Model_1
11642,3361.2412109375,5128.911485570017,5533.264872639324,3,0,Model_1
11643,4679.4794921875,5230.431772050448,5535.081419936672,1,0,Model_1
11644,4079.52783203125,5179.151465196395,5551.944009512139,36,0,Model_1
11645,4161.22900390625,5142.896521633724,5552.993240448181,22,0,Model_1
11646,7632.712890625,5126.717591956258,5560.828911209595,4,0,Model_1
11647,3959.224365234375,5162.0394632664975,5557.400010379555,35,1,Model_1
11648,2530.240234375,5181.399216458667,5570.66412644845,4,0,Model_1
11649,4834.716796875,5161.716317375423,5577.706338394259,49,0,Model_1
11650,3580.5537109375,5118.570356733864,5580.808105269156,3,0,Model_1
11651,4889.18212890625,5188.673681582091,5586.145405263,1,0,Model_1
11652,2811.282958984375,5119.339094110066,5595.490979398368,8,0,Model_1
11653,3770.475341796875,5405.1432218938135,5325.93683967751,45,0,Model_1
11654,3240.805419921875,5464.968481990043,5325.693078954995,11,0,Model_1
11655,4999.3681640625,5323.597678506514,5331.823837764445,48,0,Model_1
11656,3850.02001953125,5493.504289587727,5329.642002659733,1,0,Model_1
11657,3659.48681640625,5448.262483872008,5331.065000036964,3,0,Model_1
11658,4407.97314453125,5426.729551546276,5332.431473188684,8,0,Model_1
11659,4115.47705078125,5307.784704645863,5336.27441397059,51,0,Model_1
11660,2170.796142578125,5411.479551225202,5341.368659794738,2,0,Model_1
11661,7479.02978515625,5394.639139146777,5355.755488292838,2,0,Model_1
11662,3014.4619140625,5300.429683210561,5348.930894615245,22,0,Model_1
11663,6160.4423828125,5288.6781284338795,5357.341699371231,57,0,Model_1
11664,3742.834228515625,5346.552084495546,5350.723419116752,6,1,Model_1
11665,4356.40625,5324.781626130221,5363.774862787162,2,1,Model_1
11666,5678.34375,5425.682319491869,5371.424710157211,3,1,Model_1
11667,4686.16259765625,5289.222228780389,5383.911618125334,29,0,Model_1
11668,7861.078125,5416.346533427946,5399.987107860565,0,1,Model_1
11669,3450.271484375,5240.8571397727355,5397.595426568645,18,1,Model_1
11670,8074.25634765625,5285.644607889466,5412.935394819418,2,1,Model_1
11671,3629.3515625,5253.172588732559,5413.118391999509,9,0,Model_1
11672,4900.86474609375,5263.842847642954,5426.04336271534,8,0,Model_1
11673,3893.243896484375,5356.383637118852,5420.828296359163,2,5,Model_1
11674,7682.46435546875,5484.313965206966,5446.21261948318,2,12,Model_1
11675,8743.6298828125,5511.842128423508,5447.932369044342,1,1,Model_1
11676,11718.462890625,5450.862381297629,5449.458523133129,2,32,Model_1
11677,5769.4794921875,5337.2038697435055,5445.906682112603,1,2,Model_1
11678,8418.8447265625,5417.005714219995,5463.132439836976,5,14,Model_1
11679,6156.61669921875,5322.878195561003,5465.3199273642385,0,0,Model_1
11680,5540.11328125,5283.232061429182,5498.754006753792,2,0,Model_1
11681,9181.2900390625,5303.54329974507,5512.457598676032,0,4,Model_1
11682,6026.2958984375,5390.530767241027,5532.655117556627,3,5,Model_1
11683,4375.63818359375,5255.076939945342,5530.38849611365,2,1,Model_1
11684,5717.14306640625,5242.505552074639,5551.397844183142,0,0,Model_1
11685,13583.09765625,5328.6699642241,5569.738542255713,3,10,Model_1
11686,7142.1650390625,5252.096356405877,5582.936948912451,2,4,Model_1
11687,2097.433349609375,5534.235402160091,5319.8286905582645,8,1,Model_1
11688,4587.8056640625,5609.480981636792,5322.550332016603,33,0,Model_1
11689,3617.488037109375,5573.599819361232,5329.279541063646,3,0,Model_1
11690,7377.60791015625,5633.895988640608,5337.200704716146,29,0,Model_1
11691,4773.95458984375,5520.161063670646,5341.256317896536,3,0,Model_1
11692,3314.6884765625,5560.34347267868,5340.558243711479,11,1,Model_1
11693,4619.74365234375,5606.510985498317,5340.572374767857,14,0,Model_1
11694,3937.8603515625,5613.999500250444,5355.0023029879085,7,0,Model_1
11695,4738.572265625,5588.440593617968,5358.858668273373,6,1,Model_1
11696,3761.79248046875,5557.790528074838,5355.486998221662,0,0,Model_1
11697,5377.8525390625,5629.611773814075,5366.290190822387,8,0,Model_1
11698,4526.37255859375,5537.739371565869,5364.572560919682,1,0,Model_1
11699,4621.7080078125,5685.032675098628,5371.553302770248,10,0,Model_1
11700,5050.47900390625,5655.628240298014,5383.17397698242,11,1,Model_1
11701,3919.729736328125,5673.014133688295,5386.097692546959,13,0,Model_1
11702,5980.61328125,5707.829651038162,5390.404838530871,30,0,Model_1
11703,2215.866943359375,5690.6734582171775,5392.751300442382,6,0,Model_1
11704,5584.51171875,5518.730843893485,5405.0580374416895,1,1,Model_1
11705,3400.4560546875,5674.494068217929,5405.6812170279445,6,0,Model_1
11706,2301.641845703125,5688.148132920265,5409.507907095016,4,0,Model_1
11707,2118.66796875,5702.2330588107,5410.423599548289,9,0,Model_1
11708,2907.393798828125,5717.314581359504,5410.233536840009,22,0,Model_1
11709,4800.2958984375,5625.760721784551,5419.053435678128,0,0,Model_1
11710,4875.57275390625,5733.350811284501,5421.748228129349,51,1,Model_1
11711,7186.2998046875,5673.24567554472,5431.6830673156655,2,0,Model_1
11712,4183.41650390625,5695.922507499112,5427.627454135276,16,1,Model_1
11713,6051.82958984375,5712.274518166669,5435.904720408493,38,0,Model_1
11714,4143.24462890625,5543.915048595285,5438.364230771025,1,0,Model_1
11715,2490.9697265625,5565.628887381405,5438.074544115283,1,0,Model_1
11716,4242.35498046875,5743.1703955414705,5440.726943397371,32,0,Model_1
11717,2781.886962890625,5731.188219551928,5448.899639853393,10,0,Model_1
11718,3407.4091796875,5690.824443761725,5449.277645611495,1,0,Model_1
11719,3076.626220703125,5549.055001614848,5452.869053589879,0,0,Model_1
11720,2777.82373046875,5568.970823519863,5452.667686036497,1,0,Model_1
11721,4042.620361328125,5763.097265169257,5458.35967554542,73,0,Model_1
11722,3954.26220703125,5674.385892599123,5456.298660972738,1,0,Model_1
11723,2519.9052734375,5718.254558438668,5455.701623840781,5,0,Model_1
11724,3318.466552734375,5532.2164308235515,5460.01724845852,0,1,Model_1
11725,5376.28564453125,5704.885432919487,5467.247403454152,3,0,Model_1
11726,2130.677490234375,5747.678326754132,5459.372872287699,42,0,Model_1
11727,4612.21142578125,5561.633754634066,5467.852212667116,1,2,Model_1
11728,2192.525390625,5731.656827126164,5464.848656634043,8,1,Model_1
11729,3497.060302734375,5691.0578269052785,5475.478743794141,1,1,Model_1
11730,1709.0184326171875,5663.329423713498,5471.7467318048,1,0,Model_1
11731,5604.91650390625,5599.872685077833,5478.46604911238,1,1,Model_1
11732,3271.268310546875,5674.010270024883,5479.020693075203,1,0,Model_1
11733,1638.240966796875,5752.346449946985,5473.472133788513,24,0,Model_1
11734,2507.65771484375,5777.949547470547,5476.704612934904,49,0,Model_1
11735,2119.351318359375,5724.197772968095,5476.261604317464,2,0,Model_1
11736,3801.705322265625,5742.876249922672,5482.051098115393,44,0,Model_1
11737,2854.325439453125,5762.435322446516,5480.437331477064,26,0,Model_1
11738,2394.927001953125,5620.133748319466,5478.105707174749,0,0,Model_1
11739,5640.1796875,5650.751591337845,5492.708034282608,1,0,Model_1
